specification,event_id,large_action,dynamic_high_activity,actions,any_next,same_next,any_next_action_5m,same_direction_given_next_5m
expanding,57,1,0.0,16,0,0,0.0,
expanding,57,1,1.0,81,12,11,0.14814814814814814,0.9166666666666666
expanding,58,0,0.0,20205,902,502,0.044642415243751545,0.5565410199556541
expanding,58,0,1.0,3704,1630,1162,0.4400647948164147,0.7128834355828221
expanding,58,1,0.0,72,13,13,0.18055555555555555,1.0
expanding,58,1,1.0,217,43,33,0.19815668202764977,0.7674418604651163
expanding,59,0,0.0,9819,356,154,0.03625623790610042,0.43258426966292135
expanding,59,0,1.0,1928,647,494,0.3355809128630705,0.7635239567233385
expanding,59,1,0.0,18,0,0,0.0,
expanding,59,1,1.0,79,12,9,0.1518987341772152,0.75
expanding,60,0,0.0,19502,1037,543,0.053174033432468466,0.523625843780135
expanding,60,0,1.0,4605,2213,1597,0.4805646036916395,0.7216448260280163
expanding,60,1,0.0,74,6,5,0.08108108108108109,0.8333333333333334
expanding,60,1,1.0,270,54,49,0.2,0.9074074074074074
expanding,61,0,0.0,23356,1498,644,0.06413769481075526,0.42990654205607476
expanding,61,0,1.0,3462,1615,1097,0.46649335644136336,0.6792569659442724
expanding,61,1,0.0,66,4,3,0.06060606060606061,0.75
expanding,61,1,1.0,180,44,40,0.24444444444444444,0.9090909090909091
expanding,62,0,0.0,7378,483,241,0.06546489563567362,0.4989648033126294
expanding,62,0,1.0,1143,331,284,0.289588801399825,0.8580060422960725
expanding,62,1,0.0,12,0,0,0.0,
expanding,62,1,1.0,58,5,5,0.08620689655172414,1.0
expanding,63,0,0.0,12930,920,543,0.0711523588553751,0.5902173913043478
expanding,63,0,1.0,2263,900,657,0.39770216526734425,0.73
expanding,63,1,0.0,51,4,2,0.0784313725490196,0.5
expanding,63,1,1.0,91,10,8,0.10989010989010989,0.8
expanding,64,0,0.0,16820,798,431,0.04744351961950059,0.5401002506265664
expanding,64,0,1.0,2485,1088,776,0.43782696177062375,0.7132352941176471
expanding,64,1,0.0,44,3,3,0.06818181818181818,1.0
expanding,64,1,1.0,159,22,19,0.13836477987421383,0.8636363636363636
expanding,65,0,0.0,11626,574,301,0.049372097023911925,0.524390243902439
expanding,65,0,1.0,1536,530,392,0.3450520833333333,0.7396226415094339
expanding,65,1,0.0,22,0,0,0.0,
expanding,65,1,1.0,99,12,8,0.12121212121212122,0.6666666666666666
expanding,66,0,0.0,7576,526,323,0.06942977824709609,0.6140684410646388
expanding,66,0,1.0,1134,307,235,0.2707231040564374,0.7654723127035831
expanding,66,1,0.0,14,2,2,0.14285714285714285,1.0
expanding,66,1,1.0,48,6,6,0.125,1.0
expanding,67,0,0.0,13849,579,302,0.04180807278503863,0.5215889464594128
expanding,67,0,1.0,2484,1092,834,0.4396135265700483,0.7637362637362637
expanding,67,1,0.0,36,3,2,0.08333333333333333,0.6666666666666666
expanding,67,1,1.0,113,22,18,0.19469026548672566,0.8181818181818182
expanding,68,0,0.0,9724,844,230,0.08679555738379267,0.2725118483412322
expanding,68,0,1.0,1723,632,510,0.3668020893789901,0.8069620253164557
expanding,68,1,0.0,20,2,2,0.1,1.0
expanding,68,1,1.0,86,8,8,0.09302325581395349,1.0
expanding,69,0,0.0,18035,911,478,0.05051289159966731,0.5246981339187706
expanding,69,0,1.0,3052,1379,991,0.4518348623853211,0.7186366932559826
expanding,69,1,0.0,67,1,0,0.014925373134328358,0.0
expanding,69,1,1.0,156,23,16,0.14743589743589744,0.6956521739130435
expanding,70,0,0.0,8860,443,212,0.05,0.4785553047404063
expanding,70,0,1.0,1584,679,567,0.4286616161616162,0.8350515463917526
expanding,70,1,0.0,15,1,1,0.06666666666666667,1.0
expanding,70,1,1.0,57,8,7,0.14035087719298245,0.875
expanding,71,0,0.0,10305,473,267,0.04590004852013586,0.5644820295983086
expanding,71,0,1.0,1623,487,347,0.30006161429451633,0.7125256673511293
expanding,71,1,0.0,17,0,0,0.0,
expanding,71,1,1.0,64,12,11,0.1875,0.9166666666666666
expanding,72,0,0.0,11082,1585,240,0.14302472477892078,0.15141955835962145
expanding,72,0,1.0,1891,612,488,0.32363828662083555,0.7973856209150327
expanding,72,1,0.0,20,1,1,0.05,1.0
expanding,72,1,1.0,87,9,6,0.10344827586206896,0.6666666666666666
expanding,73,0,0.0,16753,838,463,0.050020891780576615,0.5525059665871122
expanding,73,0,1.0,2541,1382,953,0.5438803620621803,0.6895803183791607
expanding,73,1,0.0,23,2,2,0.08695652173913043,1.0
expanding,73,1,1.0,125,13,11,0.104,0.8461538461538461
expanding,74,0,0.0,28827,1489,552,0.05165296423491865,0.3707186030893217
expanding,74,0,1.0,4538,2545,1716,0.5608197443807845,0.6742632612966601
expanding,74,1,0.0,82,7,5,0.08536585365853659,0.7142857142857143
expanding,74,1,1.0,177,18,13,0.1016949152542373,0.7222222222222222
expanding,75,0,0.0,16274,796,438,0.0489123755683913,0.550251256281407
expanding,75,0,1.0,2331,1146,834,0.49163449163449163,0.7277486910994765
expanding,75,1,0.0,46,4,4,0.08695652173913043,1.0
expanding,75,1,1.0,122,17,13,0.13934426229508196,0.7647058823529411
expanding,76,0,0.0,17740,796,476,0.04487034949267193,0.5979899497487438
expanding,76,0,1.0,2668,1281,821,0.4801349325337331,0.6409055425448869
expanding,76,1,0.0,41,5,1,0.12195121951219512,0.2
expanding,76,1,1.0,100,11,6,0.11,0.5454545454545454
expanding,77,0,0.0,18937,1036,479,0.05470771505518297,0.4623552123552124
expanding,77,0,1.0,2900,1478,1013,0.5096551724137931,0.6853856562922869
expanding,77,1,0.0,42,3,3,0.07142857142857142,1.0
expanding,77,1,1.0,142,22,18,0.15492957746478872,0.8181818181818182
expanding,78,0,0.0,18566,996,463,0.053646450500915654,0.464859437751004
expanding,78,0,1.0,2877,1349,1078,0.46889120611748347,0.799110452186805
expanding,78,1,0.0,42,1,1,0.023809523809523808,1.0
expanding,78,1,1.0,116,18,12,0.15517241379310345,0.6666666666666666
expanding,79,0,0.0,15893,593,353,0.03731202416158057,0.5952782462057336
expanding,79,0,1.0,2430,1156,806,0.4757201646090535,0.6972318339100346
expanding,79,1,0.0,37,9,9,0.24324324324324326,1.0
expanding,79,1,1.0,100,9,4,0.09,0.4444444444444444
expanding,80,0,0.0,15461,1057,330,0.06836556496992433,0.3122043519394513
expanding,80,0,1.0,2236,1138,786,0.5089445438282647,0.6906854130052724
expanding,80,1,0.0,34,4,3,0.11764705882352941,0.75
expanding,80,1,1.0,71,9,8,0.1267605633802817,0.8888888888888888
expanding,81,0,0.0,17495,948,649,0.05418691054587025,0.6845991561181435
expanding,81,0,1.0,2722,1510,1025,0.5547391623806025,0.6788079470198676
expanding,81,1,0.0,49,13,11,0.2653061224489796,0.8461538461538461
expanding,81,1,1.0,78,12,10,0.15384615384615385,0.8333333333333334
expanding,82,0,0.0,14920,557,259,0.03733243967828418,0.4649910233393178
expanding,82,0,1.0,2217,1006,743,0.453766350924673,0.7385685884691849
expanding,82,1,0.0,28,2,1,0.07142857142857142,0.5
expanding,82,1,1.0,94,14,11,0.14893617021276595,0.7857142857142857
expanding,83,0,0.0,16161,814,252,0.050368170286492174,0.3095823095823096
expanding,83,0,1.0,2645,1310,1019,0.4952741020793951,0.7778625954198474
expanding,83,1,0.0,31,0,0,0.0,
expanding,83,1,1.0,113,15,13,0.13274336283185842,0.8666666666666667
expanding,84,0,0.0,21401,1911,331,0.08929489276202046,0.17320774463631605
expanding,84,0,1.0,3115,1484,1063,0.4764044943820225,0.7163072776280324
expanding,84,1,0.0,54,8,7,0.14814814814814814,0.875
expanding,84,1,1.0,127,20,15,0.15748031496062992,0.75
expanding,85,0,0.0,13450,470,272,0.03494423791821561,0.5787234042553191
expanding,85,0,1.0,2246,1082,794,0.4817453250222618,0.7338262476894639
expanding,85,1,0.0,30,3,1,0.1,0.3333333333333333
expanding,85,1,1.0,100,9,8,0.09,0.8888888888888888
expanding,86,0,0.0,15997,873,376,0.054572732387322624,0.4306987399770905
expanding,86,0,1.0,2574,1255,871,0.4875679875679876,0.6940239043824701
expanding,86,1,0.0,40,2,1,0.05,0.5
expanding,86,1,1.0,93,12,9,0.12903225806451613,0.75
expanding,87,0,0.0,31215,6097,535,0.195322761492872,0.08774807282269968
expanding,87,0,1.0,5060,2254,1658,0.44545454545454544,0.735581188997338
expanding,87,1,0.0,85,6,6,0.07058823529411765,1.0
expanding,87,1,1.0,142,21,17,0.14788732394366197,0.8095238095238095
expanding,88,0,0.0,13578,416,193,0.030637796435410224,0.4639423076923077
expanding,88,0,1.0,2119,884,637,0.4171779141104294,0.7205882352941176
expanding,88,1,0.0,31,0,0,0.0,
expanding,88,1,1.0,70,13,7,0.18571428571428572,0.5384615384615384
expanding,89,0,0.0,20480,1000,533,0.048828125,0.533
expanding,89,0,1.0,3150,1306,913,0.4146031746031746,0.6990811638591118
expanding,89,1,0.0,50,3,2,0.06,0.6666666666666666
expanding,89,1,1.0,167,18,17,0.10778443113772455,0.9444444444444444
expanding,90,0,0.0,16480,2054,295,0.12463592233009708,0.1436222005842259
expanding,90,0,1.0,2452,1055,829,0.4302610114192496,0.785781990521327
expanding,90,1,0.0,44,1,1,0.022727272727272728,1.0
expanding,90,1,1.0,88,10,8,0.11363636363636363,0.8
expanding,91,0,0.0,26320,2307,475,0.08765197568389058,0.2058951018638925
expanding,91,0,1.0,4138,2060,1507,0.49782503624939584,0.7315533980582525
expanding,91,1,0.0,63,4,3,0.06349206349206349,0.75
expanding,91,1,1.0,123,21,17,0.17073170731707318,0.8095238095238095
expanding,92,0,0.0,24215,1189,689,0.04910179640718563,0.5794785534062237
expanding,92,0,1.0,4258,2262,1761,0.5312353217472991,0.7785145888594165
expanding,92,1,0.0,66,5,4,0.07575757575757576,0.8
expanding,92,1,1.0,171,40,28,0.23391812865497075,0.7
expanding,93,0,0.0,24728,1156,437,0.04674862504043999,0.3780276816608997
expanding,93,0,1.0,3835,2087,1488,0.5441981747066493,0.7129851461427887
expanding,93,1,0.0,76,4,3,0.05263157894736842,0.75
expanding,93,1,1.0,148,30,24,0.20270270270270271,0.8
expanding,94,0,0.0,20872,1274,634,0.061038712150249134,0.4976452119309262
expanding,94,0,1.0,3491,1532,1118,0.4388427384703523,0.7297650130548303
expanding,94,1,0.0,50,4,3,0.08,0.75
expanding,94,1,1.0,171,20,13,0.11695906432748537,0.65
expanding,95,0,0.0,21692,2132,480,0.09828508205790153,0.225140712945591
expanding,95,0,1.0,3344,1498,1200,0.4479665071770335,0.8010680907877169
expanding,95,1,0.0,82,3,3,0.036585365853658534,1.0
expanding,95,1,1.0,123,15,12,0.12195121951219512,0.8
expanding,96,0,0.0,18367,1029,567,0.056024391571840804,0.5510204081632653
expanding,96,0,1.0,2818,1338,979,0.47480482611781405,0.7316890881913304
expanding,96,1,0.0,85,7,6,0.08235294117647059,0.8571428571428571
expanding,96,1,1.0,118,17,14,0.1440677966101695,0.8235294117647058
expanding,97,0,0.0,32218,2102,604,0.06524303184555218,0.2873453853472883
expanding,97,0,1.0,5211,2594,1994,0.49779312991748226,0.7686969930609098
expanding,97,1,0.0,126,8,5,0.06349206349206349,0.625
expanding,97,1,1.0,170,28,25,0.16470588235294117,0.8928571428571429
expanding,98,0,0.0,27579,2718,648,0.0985532470357881,0.23841059602649006
expanding,98,0,1.0,4862,2396,1949,0.4928013163307281,0.8134390651085142
expanding,98,1,0.0,92,5,5,0.05434782608695652,1.0
expanding,98,1,1.0,184,30,28,0.16304347826086957,0.9333333333333333
expanding,99,0,0.0,37894,3578,838,0.09442128041378582,0.23420905533817776
expanding,99,0,1.0,6616,3034,2342,0.4585852478839178,0.7719182597231378
expanding,99,1,0.0,100,9,9,0.09,1.0
expanding,99,1,1.0,225,42,34,0.18666666666666668,0.8095238095238095
expanding,100,0,0.0,26372,3123,714,0.11842105263157894,0.228626320845341
expanding,100,0,1.0,4080,1738,1381,0.42598039215686273,0.7945914844649021
expanding,100,1,0.0,108,6,5,0.05555555555555555,0.8333333333333334
expanding,100,1,1.0,188,25,17,0.13297872340425532,0.68
expanding,101,0,0.0,27914,2222,868,0.07960163358888013,0.39063906390639064
expanding,101,0,1.0,5390,2450,1944,0.45454545454545453,0.793469387755102
expanding,101,1,0.0,105,11,8,0.10476190476190476,0.7272727272727273
expanding,101,1,1.0,201,44,39,0.21890547263681592,0.8863636363636364
expanding,102,0,0.0,23720,1551,582,0.06538785834738617,0.37524177949709864
expanding,102,0,1.0,4777,2084,1655,0.4362570651036215,0.7941458733205374
expanding,102,1,0.0,74,15,14,0.20270270270270271,0.9333333333333333
expanding,102,1,1.0,120,13,11,0.10833333333333334,0.8461538461538461
expanding,103,0,0.0,12322,963,396,0.0781528972569388,0.411214953271028
expanding,103,0,1.0,4077,1451,1291,0.3558989453029188,0.8897312198483804
expanding,103,1,0.0,58,4,4,0.06896551724137931,1.0
expanding,103,1,1.0,85,7,6,0.08235294117647059,0.8571428571428571
expanding,104,0,0.0,18316,1415,703,0.07725485913955012,0.49681978798586574
expanding,104,0,1.0,5645,2368,2199,0.4194862710363153,0.9286317567567568
expanding,104,1,0.0,79,7,5,0.08860759493670886,0.7142857142857143
expanding,104,1,1.0,152,27,27,0.17763157894736842,1.0
rolling_7d,12,0,0.0,4589,238,147,0.051863151013292655,0.6176470588235294
rolling_7d,12,0,1.0,403,266,142,0.6600496277915633,0.5338345864661654
rolling_7d,12,1,0.0,39,4,4,0.10256410256410256,1.0
rolling_7d,12,1,1.0,35,5,5,0.14285714285714285,1.0
rolling_7d,13,0,0.0,10661,775,431,0.07269486914923554,0.5561290322580645
rolling_7d,13,0,1.0,1872,1179,824,0.6298076923076923,0.6988973706530959
rolling_7d,13,1,0.0,110,13,12,0.11818181818181818,0.9230769230769231
rolling_7d,13,1,1.0,84,25,17,0.2976190476190476,0.68
rolling_7d,14,0,0.0,15315,762,445,0.049755142017629775,0.583989501312336
rolling_7d,14,0,1.0,1991,1313,908,0.6594676042189854,0.6915460776846916
rolling_7d,14,1,0.0,62,2,2,0.03225806451612903,1.0
rolling_7d,14,1,1.0,83,28,23,0.3373493975903614,0.8214285714285714
rolling_7d,15,0,0.0,12589,658,374,0.052267852887441416,0.5683890577507599
rolling_7d,15,0,1.0,1616,992,725,0.6138613861386139,0.7308467741935484
rolling_7d,15,1,0.0,55,1,1,0.01818181818181818,1.0
rolling_7d,15,1,1.0,66,16,13,0.24242424242424243,0.8125
rolling_7d,16,0,0.0,13294,771,408,0.057996088460959834,0.5291828793774319
rolling_7d,16,0,1.0,1998,1203,870,0.6021021021021021,0.7231920199501247
rolling_7d,16,1,0.0,46,2,2,0.043478260869565216,1.0
rolling_7d,16,1,1.0,65,15,13,0.23076923076923078,0.8666666666666667
rolling_7d,17,0,0.0,25190,1227,562,0.04870980547836443,0.4580277098614507
rolling_7d,17,0,1.0,3223,2113,1340,0.6556003723239218,0.6341694273544723
rolling_7d,17,1,0.0,125,13,11,0.104,0.8461538461538461
rolling_7d,17,1,1.0,95,19,16,0.2,0.8421052631578947
rolling_7d,18,0,0.0,12851,502,288,0.03906310792934402,0.5737051792828686
rolling_7d,18,0,1.0,1664,912,727,0.5480769230769231,0.7971491228070176
rolling_7d,18,1,0.0,43,1,1,0.023255813953488372,1.0
rolling_7d,18,1,1.0,39,4,2,0.10256410256410256,0.5
rolling_7d,19,0,0.0,19048,913,470,0.04793154136917262,0.5147864184008762
rolling_7d,19,0,1.0,2857,1772,1171,0.6202310115505776,0.6608352144469526
rolling_7d,19,1,0.0,63,2,2,0.031746031746031744,1.0
rolling_7d,19,1,1.0,69,20,12,0.2898550724637681,0.6
rolling_7d,20,0,0.0,9476,361,180,0.03809624314056564,0.4986149584487535
rolling_7d,20,0,1.0,1306,588,395,0.450229709035222,0.6717687074829932
rolling_7d,20,1,0.0,36,0,0,0.0,
rolling_7d,20,1,1.0,41,3,1,0.07317073170731707,0.3333333333333333
rolling_7d,21,0,0.0,20279,1139,531,0.05616647763696435,0.466198419666374
rolling_7d,21,0,1.0,2088,1214,731,0.5814176245210728,0.6021416803953872
rolling_7d,21,1,0.0,115,4,3,0.034782608695652174,0.75
rolling_7d,21,1,1.0,90,20,8,0.2222222222222222,0.4
rolling_7d,22,0,0.0,21713,1052,572,0.04845023718509649,0.5437262357414449
rolling_7d,22,0,1.0,2499,1480,1059,0.5922368947579032,0.7155405405405405
rolling_7d,22,1,0.0,79,5,3,0.06329113924050633,0.6
rolling_7d,22,1,1.0,67,9,5,0.13432835820895522,0.5555555555555556
rolling_7d,23,0,0.0,12714,612,297,0.04813591316658802,0.4852941176470588
rolling_7d,23,0,1.0,1799,972,707,0.5403001667593107,0.727366255144033
rolling_7d,23,1,0.0,50,3,2,0.06,0.6666666666666666
rolling_7d,23,1,1.0,58,9,6,0.15517241379310345,0.6666666666666666
rolling_7d,24,0,0.0,12128,531,259,0.04378298153034301,0.487758945386064
rolling_7d,24,0,1.0,1371,556,409,0.40554339897884756,0.7356115107913669
rolling_7d,24,1,0.0,21,1,1,0.047619047619047616,1.0
rolling_7d,24,1,1.0,79,20,18,0.25316455696202533,0.9
rolling_7d,25,0,0.0,17889,974,515,0.05444686678964727,0.528747433264887
rolling_7d,25,0,1.0,2162,1215,803,0.5619796484736356,0.6609053497942387
rolling_7d,25,1,0.0,90,18,18,0.2,1.0
rolling_7d,25,1,1.0,90,22,14,0.24444444444444444,0.6363636363636364
rolling_7d,26,0,0.0,13590,523,281,0.03848417954378219,0.5372848948374761
rolling_7d,26,0,1.0,1718,1013,781,0.589639115250291,0.7709772951628825
rolling_7d,26,1,0.0,47,4,3,0.0851063829787234,0.75
rolling_7d,26,1,1.0,44,7,5,0.1590909090909091,0.7142857142857143
rolling_7d,27,0,0.0,13397,744,431,0.05553482122863328,0.5793010752688172
rolling_7d,27,0,1.0,1988,1031,817,0.5186116700201208,0.7924345295829291
rolling_7d,27,1,0.0,28,4,4,0.14285714285714285,1.0
rolling_7d,27,1,1.0,66,10,8,0.15151515151515152,0.8
rolling_7d,28,0,0.0,20380,1037,497,0.05088321884200196,0.4792671166827387
rolling_7d,28,0,1.0,2920,1548,1163,0.5301369863013699,0.7512919896640827
rolling_7d,28,1,0.0,84,11,10,0.13095238095238096,0.9090909090909091
rolling_7d,28,1,1.0,120,24,22,0.2,0.9166666666666666
rolling_7d,29,0,0.0,21695,1360,640,0.06268725512790965,0.47058823529411764
rolling_7d,29,0,1.0,3285,1808,1270,0.5503805175038051,0.702433628318584
rolling_7d,29,1,0.0,96,8,5,0.08333333333333333,0.625
rolling_7d,29,1,1.0,164,17,14,0.10365853658536585,0.8235294117647058
rolling_7d,30,0,0.0,17756,684,398,0.038522189682360895,0.5818713450292398
rolling_7d,30,0,1.0,2111,1094,869,0.5182378019895784,0.7943327239488117
rolling_7d,30,1,0.0,49,1,1,0.02040816326530612,1.0
rolling_7d,30,1,1.0,72,8,8,0.1111111111111111,1.0
rolling_7d,31,0,0.0,12194,557,313,0.0456782023946203,0.5619389587073609
rolling_7d,31,0,1.0,2182,854,669,0.3913840513290559,0.7833723653395784
rolling_7d,31,1,0.0,36,2,2,0.05555555555555555,1.0
rolling_7d,31,1,1.0,93,19,15,0.20430107526881722,0.7894736842105263
rolling_7d,32,0,0.0,14350,617,315,0.04299651567944251,0.5105348460291734
rolling_7d,32,0,1.0,1759,784,537,0.4457077885162024,0.6849489795918368
rolling_7d,32,1,0.0,38,5,4,0.13157894736842105,0.8
rolling_7d,32,1,1.0,97,18,18,0.18556701030927836,1.0
rolling_7d,33,0,0.0,18287,838,355,0.04582490293651228,0.4236276849642005
rolling_7d,33,0,1.0,2359,1314,895,0.5570156846121238,0.6811263318112634
rolling_7d,33,1,0.0,43,8,7,0.18604651162790697,0.875
rolling_7d,33,1,1.0,85,12,8,0.1411764705882353,0.6666666666666666
