classification_family,specification,event_id,market_id,large_action,dynamic_high_activity,actions,any_next,same_next,source_transaction_actions,any_next_action_5m,same_direction_given_next_5m
whale_volume,expanding_top1_primary,54,1897297,0,1,461,155,100,744,0.3362255965292842,0.6451612903225806
whale_volume,expanding_top1_primary,54,1897297,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,54,1897297,1,1,23,5,4,50,0.21739130434782608,0.8
whale_volume,expanding_top1_primary,54,1897299,0,0,9723,364,172,10631,0.037437005039596835,0.4725274725274725
whale_volume,expanding_top1_primary,54,1897299,0,1,2225,1136,892,12216,0.510561797752809,0.7852112676056338
whale_volume,expanding_top1_primary,54,1897299,1,0,20,3,3,22,0.15,1.0
whale_volume,expanding_top1_primary,54,1897299,1,1,113,28,27,2085,0.24778761061946902,0.9642857142857143
whale_volume,expanding_top1_primary,55,1897320,0,0,3179,828,67,3667,0.26045926391947155,0.08091787439613526
whale_volume,expanding_top1_primary,55,1897320,0,1,811,256,184,1144,0.3156596794081381,0.71875
whale_volume,expanding_top1_primary,55,1897320,1,0,3,0,0,4,0.0,
whale_volume,expanding_top1_primary,55,1897320,1,1,41,6,6,60,0.14634146341463414,1.0
whale_volume,expanding_top1_primary,55,1897322,0,0,2445,89,51,2554,0.03640081799591002,0.5730337078651685
whale_volume,expanding_top1_primary,55,1897322,0,1,576,168,134,1290,0.2916666666666667,0.7976190476190477
whale_volume,expanding_top1_primary,55,1897322,1,1,32,6,6,58,0.1875,1.0
whale_volume,expanding_top1_primary,55,1897323,0,0,3532,167,74,3653,0.04728199320498301,0.4431137724550898
whale_volume,expanding_top1_primary,55,1897323,0,1,808,229,183,1104,0.2834158415841584,0.7991266375545851
whale_volume,expanding_top1_primary,55,1897323,1,0,3,0,0,4,0.0,
whale_volume,expanding_top1_primary,55,1897323,1,1,30,5,3,41,0.16666666666666666,0.6
whale_volume,expanding_top1_primary,56,1897311,0,0,3354,253,99,3730,0.07543231961836613,0.391304347826087
whale_volume,expanding_top1_primary,56,1897311,0,1,1070,454,310,2044,0.42429906542056073,0.6828193832599119
whale_volume,expanding_top1_primary,56,1897311,1,0,9,3,3,16,0.3333333333333333,1.0
whale_volume,expanding_top1_primary,56,1897311,1,1,45,6,5,127,0.13333333333333333,0.8333333333333334
whale_volume,expanding_top1_primary,56,1897312,0,0,2678,131,62,2798,0.04891710231516057,0.4732824427480916
whale_volume,expanding_top1_primary,56,1897312,0,1,845,389,280,1552,0.4603550295857988,0.7197943444730077
whale_volume,expanding_top1_primary,56,1897312,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,56,1897312,1,1,36,5,5,68,0.1388888888888889,1.0
whale_volume,expanding_top1_primary,56,1897315,0,0,19500,1060,586,20854,0.05435897435897436,0.5528301886792453
whale_volume,expanding_top1_primary,56,1897315,0,1,3831,1689,1146,9858,0.4408770555990603,0.6785079928952042
whale_volume,expanding_top1_primary,56,1897315,1,0,44,12,11,56,0.2727272727272727,0.9166666666666666
whale_volume,expanding_top1_primary,56,1897315,1,1,201,56,51,1015,0.27860696517412936,0.9107142857142857
whale_volume,expanding_top1_primary,57,1897336,0,0,1597,119,60,1661,0.07451471509079524,0.5042016806722689
whale_volume,expanding_top1_primary,57,1897336,0,1,679,228,189,1306,0.33578792341678937,0.8289473684210527
whale_volume,expanding_top1_primary,57,1897336,1,0,4,0,0,4,0.0,
whale_volume,expanding_top1_primary,57,1897336,1,1,27,1,1,28,0.037037037037037035,1.0
whale_volume,expanding_top1_primary,57,1897338,0,0,1512,48,21,1552,0.031746031746031744,0.4375
whale_volume,expanding_top1_primary,57,1897338,0,1,364,117,101,762,0.32142857142857145,0.8632478632478633
whale_volume,expanding_top1_primary,57,1897338,1,1,26,8,8,34,0.3076923076923077,1.0
whale_volume,expanding_top1_primary,57,1897340,0,0,4519,308,62,4633,0.06815667183005089,0.2012987012987013
whale_volume,expanding_top1_primary,57,1897340,0,1,925,218,176,1955,0.23567567567567568,0.8073394495412844
whale_volume,expanding_top1_primary,57,1897340,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,57,1897340,1,1,37,3,2,55,0.08108108108108109,0.6666666666666666
whale_volume,expanding_top1_primary,58,1897329,0,0,13517,539,305,14288,0.0398757120662869,0.5658627087198516
whale_volume,expanding_top1_primary,58,1897329,0,1,2770,1139,789,6274,0.4111913357400722,0.6927129060579456
whale_volume,expanding_top1_primary,58,1897329,1,0,34,10,10,65,0.29411764705882354,1.0
whale_volume,expanding_top1_primary,58,1897329,1,1,164,33,25,413,0.20121951219512196,0.7575757575757576
whale_volume,expanding_top1_primary,58,1897330,0,0,2465,75,36,2543,0.030425963488843813,0.48
whale_volume,expanding_top1_primary,58,1897330,0,1,603,233,176,939,0.3864013266998342,0.7553648068669528
whale_volume,expanding_top1_primary,58,1897330,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,58,1897330,1,1,32,6,6,48,0.1875,1.0
whale_volume,expanding_top1_primary,58,1897331,0,0,3605,188,106,4152,0.0521497919556172,0.5638297872340425
whale_volume,expanding_top1_primary,58,1897331,0,1,949,358,252,2214,0.3772391991570074,0.7039106145251397
whale_volume,expanding_top1_primary,58,1897331,1,0,13,1,1,17,0.07692307692307693,1.0
whale_volume,expanding_top1_primary,58,1897331,1,1,45,6,4,102,0.13333333333333333,0.6666666666666666
whale_volume,expanding_top1_primary,59,1897345,0,0,3443,116,52,3564,0.03369154806854487,0.4482758620689655
whale_volume,expanding_top1_primary,59,1897345,0,1,739,219,144,2200,0.2963464140730717,0.6575342465753424
whale_volume,expanding_top1_primary,59,1897345,1,0,9,0,0,9,0.0,
whale_volume,expanding_top1_primary,59,1897345,1,1,30,0,0,1068,0.0,
whale_volume,expanding_top1_primary,59,1897347,0,0,2357,88,48,2497,0.037335596096733134,0.5454545454545454
whale_volume,expanding_top1_primary,59,1897347,0,1,581,182,137,1440,0.3132530120481928,0.7527472527472527
whale_volume,expanding_top1_primary,59,1897347,1,1,22,5,4,27,0.22727272727272727,0.8
whale_volume,expanding_top1_primary,59,1897348,0,0,3741,117,46,3908,0.03127506014434643,0.39316239316239315
whale_volume,expanding_top1_primary,59,1897348,0,1,886,281,221,1959,0.31715575620767494,0.7864768683274022
whale_volume,expanding_top1_primary,59,1897348,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,59,1897348,1,1,35,7,5,89,0.2,0.7142857142857143
whale_volume,expanding_top1_primary,60,1897354,0,0,3339,203,86,3783,0.06079664570230608,0.4236453201970443
whale_volume,expanding_top1_primary,60,1897354,0,1,763,226,142,1880,0.2961992136304063,0.6283185840707964
whale_volume,expanding_top1_primary,60,1897354,1,0,3,1,1,3,0.3333333333333333,1.0
whale_volume,expanding_top1_primary,60,1897354,1,1,32,2,2,54,0.0625,1.0
whale_volume,expanding_top1_primary,60,1897355,0,0,2220,95,52,2382,0.04279279279279279,0.5473684210526316
whale_volume,expanding_top1_primary,60,1897355,0,1,651,242,167,1422,0.3717357910906298,0.6900826446280992
whale_volume,expanding_top1_primary,60,1897355,1,0,2,0,0,2,0.0,
whale_volume,expanding_top1_primary,60,1897355,1,1,20,2,2,79,0.1,1.0
whale_volume,expanding_top1_primary,60,1897356,0,0,13391,664,369,14768,0.04958554252856396,0.5557228915662651
whale_volume,expanding_top1_primary,60,1897356,0,1,3743,1820,1324,14036,0.48624098316858133,0.7274725274725274
whale_volume,expanding_top1_primary,60,1897356,1,0,30,1,1,33,0.03333333333333333,1.0
whale_volume,expanding_top1_primary,60,1897356,1,1,257,54,48,14882,0.21011673151750973,0.8888888888888888
whale_volume,expanding_top1_primary,61,1897363,0,0,6334,344,175,6953,0.05431007262393432,0.5087209302325582
whale_volume,expanding_top1_primary,61,1897363,0,1,1284,554,368,2565,0.43146417445482865,0.6642599277978339
whale_volume,expanding_top1_primary,61,1897363,1,0,5,0,0,6,0.0,
whale_volume,expanding_top1_primary,61,1897363,1,1,52,9,8,275,0.17307692307692307,0.8888888888888888
whale_volume,expanding_top1_primary,61,1897365,0,0,4449,156,88,4711,0.03506405933917734,0.5641025641025641
whale_volume,expanding_top1_primary,61,1897365,0,1,832,380,271,1621,0.4567307692307692,0.7131578947368421
whale_volume,expanding_top1_primary,61,1897365,1,0,2,0,0,3,0.0,
whale_volume,expanding_top1_primary,61,1897365,1,1,51,8,5,171,0.1568627450980392,0.625
whale_volume,expanding_top1_primary,61,1897366,0,0,11777,793,306,12710,0.06733463530610512,0.3858764186633039
whale_volume,expanding_top1_primary,61,1897366,0,1,2142,886,533,7230,0.41363211951447243,0.6015801354401806
whale_volume,expanding_top1_primary,61,1897366,1,0,25,2,2,28,0.08,1.0
whale_volume,expanding_top1_primary,61,1897366,1,1,111,29,28,256,0.26126126126126126,0.9655172413793104
whale_volume,expanding_top1_primary,62,1897372,0,0,3668,217,90,3841,0.05916030534351145,0.4147465437788018
whale_volume,expanding_top1_primary,62,1897372,0,1,818,270,207,1216,0.33007334963325186,0.7666666666666667
whale_volume,expanding_top1_primary,62,1897372,1,0,5,0,0,5,0.0,
whale_volume,expanding_top1_primary,62,1897372,1,1,33,4,4,63,0.12121212121212122,1.0
whale_volume,expanding_top1_primary,62,1897373,0,0,1542,46,20,1570,0.029831387808041506,0.43478260869565216
whale_volume,expanding_top1_primary,62,1897373,0,1,276,58,44,393,0.21014492753623187,0.7586206896551724
whale_volume,expanding_top1_primary,62,1897373,1,1,13,0,0,25,0.0,
whale_volume,expanding_top1_primary,62,1897374,0,0,1802,112,69,2045,0.06215316315205328,0.6160714285714286
whale_volume,expanding_top1_primary,62,1897374,0,1,415,111,95,578,0.2674698795180723,0.8558558558558559
whale_volume,expanding_top1_primary,62,1897374,1,1,19,1,1,29,0.05263157894736842,1.0
whale_volume,expanding_top1_primary,63,1897379,0,0,7086,398,259,7752,0.05616709003669207,0.6507537688442211
whale_volume,expanding_top1_primary,63,1897379,0,1,1629,697,439,5967,0.42786985880908535,0.629842180774749
whale_volume,expanding_top1_primary,63,1897379,1,0,19,0,0,21,0.0,
whale_volume,expanding_top1_primary,63,1897379,1,1,79,11,8,1487,0.13924050632911392,0.7272727272727273
whale_volume,expanding_top1_primary,63,1897381,0,0,2461,107,91,2590,0.043478260869565216,0.8504672897196262
whale_volume,expanding_top1_primary,63,1897381,0,1,545,196,160,947,0.3596330275229358,0.8163265306122449
whale_volume,expanding_top1_primary,63,1897381,1,1,10,0,0,13,0.0,
whale_volume,expanding_top1_primary,63,1897383,0,0,2809,230,144,3073,0.08187967248131008,0.6260869565217392
whale_volume,expanding_top1_primary,63,1897383,0,1,663,192,107,1658,0.2895927601809955,0.5572916666666666
whale_volume,expanding_top1_primary,63,1897383,1,0,8,1,1,8,0.125,1.0
whale_volume,expanding_top1_primary,63,1897383,1,1,26,2,1,78,0.07692307692307693,0.5
whale_volume,expanding_top1_primary,64,1897389,0,0,2939,175,73,3082,0.059544062606328683,0.41714285714285715
whale_volume,expanding_top1_primary,64,1897389,0,1,687,261,209,1887,0.3799126637554585,0.8007662835249042
whale_volume,expanding_top1_primary,64,1897389,1,0,6,0,0,7,0.0,
whale_volume,expanding_top1_primary,64,1897389,1,1,29,5,4,105,0.1724137931034483,0.8
whale_volume,expanding_top1_primary,64,1897390,0,0,2214,95,50,2339,0.04290876242095754,0.5263157894736842
whale_volume,expanding_top1_primary,64,1897390,0,1,599,244,199,1114,0.4073455759599332,0.8155737704918032
whale_volume,expanding_top1_primary,64,1897390,1,1,38,9,9,70,0.23684210526315788,1.0
whale_volume,expanding_top1_primary,64,1897392,0,0,11076,410,220,11844,0.037016973636691944,0.5365853658536586
whale_volume,expanding_top1_primary,64,1897392,0,1,1790,701,456,5110,0.3916201117318436,0.6504992867332382
whale_volume,expanding_top1_primary,64,1897392,1,0,21,1,1,21,0.047619047619047616,1.0
whale_volume,expanding_top1_primary,64,1897392,1,1,109,10,8,4020,0.09174311926605505,0.8
whale_volume,expanding_top1_primary,65,1897397,0,0,6816,239,138,7118,0.03506455399061033,0.5774058577405857
whale_volume,expanding_top1_primary,65,1897397,0,1,1107,399,246,2989,0.3604336043360434,0.6165413533834586
whale_volume,expanding_top1_primary,65,1897397,1,0,7,0,0,8,0.0,
whale_volume,expanding_top1_primary,65,1897397,1,1,70,3,2,1119,0.04285714285714286,0.6666666666666666
whale_volume,expanding_top1_primary,65,1897398,0,0,2045,61,35,2186,0.02982885085574572,0.5737704918032787
whale_volume,expanding_top1_primary,65,1897398,0,1,426,130,100,774,0.3051643192488263,0.7692307692307693
whale_volume,expanding_top1_primary,65,1897398,1,1,19,3,2,64,0.15789473684210525,0.6666666666666666
whale_volume,expanding_top1_primary,65,1897399,0,0,2269,118,76,2417,0.05200528867342442,0.6440677966101694
whale_volume,expanding_top1_primary,65,1897399,0,1,499,157,98,777,0.31462925851703405,0.6242038216560509
whale_volume,expanding_top1_primary,65,1897399,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,65,1897399,1,1,24,6,4,159,0.25,0.6666666666666666
whale_volume,expanding_top1_primary,66,1897406,0,0,2132,185,82,2521,0.08677298311444653,0.44324324324324327
whale_volume,expanding_top1_primary,66,1897406,0,1,513,149,114,1157,0.290448343079922,0.7651006711409396
whale_volume,expanding_top1_primary,66,1897406,1,0,2,0,0,2,0.0,
whale_volume,expanding_top1_primary,66,1897406,1,1,16,2,2,50,0.125,1.0
whale_volume,expanding_top1_primary,66,1897408,0,0,1791,92,50,2143,0.0513679508654383,0.5434782608695652
whale_volume,expanding_top1_primary,66,1897408,0,1,366,98,81,716,0.2677595628415301,0.826530612244898
whale_volume,expanding_top1_primary,66,1897408,1,0,7,2,2,8,0.2857142857142857,1.0
whale_volume,expanding_top1_primary,66,1897408,1,1,9,1,1,27,0.1111111111111111,1.0
whale_volume,expanding_top1_primary,66,1897409,0,0,3333,168,126,3954,0.050405040504050404,0.75
whale_volume,expanding_top1_primary,66,1897409,0,1,575,141,105,837,0.24521739130434783,0.7446808510638298
whale_volume,expanding_top1_primary,66,1897409,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,66,1897409,1,1,27,3,3,34,0.1111111111111111,1.0
whale_volume,expanding_top1_primary,67,1897423,0,0,7414,379,183,8190,0.05111950364175884,0.48284960422163586
whale_volume,expanding_top1_primary,67,1897423,0,1,1485,616,453,3528,0.4148148148148148,0.7353896103896104
whale_volume,expanding_top1_primary,67,1897423,1,0,6,0,0,14,0.0,
whale_volume,expanding_top1_primary,67,1897423,1,1,77,19,16,133,0.24675324675324675,0.8421052631578947
whale_volume,expanding_top1_primary,67,1897425,0,0,2673,57,29,2767,0.02132435465768799,0.5087719298245614
whale_volume,expanding_top1_primary,67,1897425,0,1,630,264,210,1087,0.41904761904761906,0.7954545454545454
whale_volume,expanding_top1_primary,67,1897425,1,0,4,0,0,4,0.0,
whale_volume,expanding_top1_primary,67,1897425,1,1,30,4,3,46,0.13333333333333333,0.75
whale_volume,expanding_top1_primary,67,1897427,0,0,3399,111,73,3580,0.03265666372462489,0.6576576576576577
whale_volume,expanding_top1_primary,67,1897427,0,1,732,244,188,1495,0.3333333333333333,0.7704918032786885
whale_volume,expanding_top1_primary,67,1897427,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,67,1897427,1,1,29,2,1,55,0.06896551724137931,0.5
whale_volume,expanding_top1_primary,68,1897415,0,0,1955,266,66,2158,0.1360613810741688,0.24812030075187969
whale_volume,expanding_top1_primary,68,1897415,0,1,536,192,154,1083,0.3582089552238806,0.8020833333333334
whale_volume,expanding_top1_primary,68,1897415,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,68,1897415,1,1,29,4,4,52,0.13793103448275862,1.0
whale_volume,expanding_top1_primary,68,1897416,0,0,1566,52,24,1634,0.033205619412515965,0.46153846153846156
whale_volume,expanding_top1_primary,68,1897416,0,1,405,145,122,768,0.35802469135802467,0.8413793103448276
whale_volume,expanding_top1_primary,68,1897416,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,68,1897416,1,1,13,1,1,15,0.07692307692307693,1.0
whale_volume,expanding_top1_primary,68,1897417,0,0,5786,436,72,6149,0.07535430349118562,0.1651376146788991
whale_volume,expanding_top1_primary,68,1897417,0,1,1199,385,302,1719,0.3211009174311927,0.7844155844155845
whale_volume,expanding_top1_primary,68,1897417,1,0,4,0,0,9,0.0,
whale_volume,expanding_top1_primary,68,1897417,1,1,58,5,5,87,0.08620689655172414,1.0
whale_volume,expanding_top1_primary,69,1897432,0,0,3623,220,135,3992,0.060723157604195416,0.6136363636363636
whale_volume,expanding_top1_primary,69,1897432,0,1,791,286,191,3488,0.3615676359039191,0.6678321678321678
whale_volume,expanding_top1_primary,69,1897432,1,0,11,0,0,12,0.0,
whale_volume,expanding_top1_primary,69,1897432,1,1,44,4,3,435,0.09090909090909091,0.75
whale_volume,expanding_top1_primary,69,1897433,0,0,2700,80,46,2902,0.02962962962962963,0.575
whale_volume,expanding_top1_primary,69,1897433,0,1,667,256,196,1101,0.383808095952024,0.765625
whale_volume,expanding_top1_primary,69,1897433,1,1,15,1,0,21,0.06666666666666667,0.0
whale_volume,expanding_top1_primary,69,1897435,0,0,11135,514,250,12290,0.046160754378087115,0.48638132295719844
whale_volume,expanding_top1_primary,69,1897435,0,1,2171,934,651,7299,0.43021649009672963,0.6970021413276232
whale_volume,expanding_top1_primary,69,1897435,1,0,27,0,0,37,0.0,
whale_volume,expanding_top1_primary,69,1897435,1,1,126,19,13,2757,0.15079365079365079,0.6842105263157895
whale_volume,expanding_top1_primary,70,1897437,0,0,5954,258,142,6536,0.04333221363789049,0.5503875968992248
whale_volume,expanding_top1_primary,70,1897437,0,1,1402,698,528,2961,0.4978601997146933,0.7564469914040115
whale_volume,expanding_top1_primary,70,1897437,1,0,5,0,0,5,0.0,
whale_volume,expanding_top1_primary,70,1897437,1,1,50,9,8,336,0.18,0.8888888888888888
whale_volume,expanding_top1_primary,70,1897438,0,0,1343,29,13,1403,0.021593447505584513,0.4482758620689655
whale_volume,expanding_top1_primary,70,1897438,0,1,247,53,41,406,0.2145748987854251,0.7735849056603774
whale_volume,expanding_top1_primary,70,1897438,1,1,5,0,0,12,0.0,
whale_volume,expanding_top1_primary,70,1897439,0,0,1202,38,24,1324,0.03161397670549085,0.631578947368421
whale_volume,expanding_top1_primary,70,1897439,0,1,296,46,31,441,0.1554054054054054,0.6739130434782609
whale_volume,expanding_top1_primary,70,1897439,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,70,1897439,1,1,9,0,0,11,0.0,
whale_volume,expanding_top1_primary,71,1897443,0,0,2224,119,55,2524,0.05350719424460432,0.46218487394957986
whale_volume,expanding_top1_primary,71,1897443,0,1,516,99,56,1183,0.19186046511627908,0.5656565656565656
whale_volume,expanding_top1_primary,71,1897443,1,0,3,0,0,10,0.0,
whale_volume,expanding_top1_primary,71,1897443,1,1,19,2,2,36,0.10526315789473684,1.0
whale_volume,expanding_top1_primary,71,1897444,0,0,3369,141,75,3860,0.041852181656277826,0.5319148936170213
whale_volume,expanding_top1_primary,71,1897444,0,1,724,219,151,2346,0.30248618784530384,0.6894977168949772
whale_volume,expanding_top1_primary,71,1897444,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,71,1897444,1,1,26,5,5,50,0.19230769230769232,1.0
whale_volume,expanding_top1_primary,71,1897445,0,0,4338,160,106,5021,0.036883356385431075,0.6625
whale_volume,expanding_top1_primary,71,1897445,0,1,757,222,171,3063,0.29326287978863935,0.7702702702702703
whale_volume,expanding_top1_primary,71,1897445,1,0,2,0,0,2,0.0,
whale_volume,expanding_top1_primary,71,1897445,1,1,28,5,4,490,0.17857142857142858,0.8
whale_volume,expanding_top1_primary,72,1897440,0,0,1384,117,35,1489,0.08453757225433527,0.29914529914529914
whale_volume,expanding_top1_primary,72,1897440,0,1,639,197,152,881,0.3082942097026604,0.7715736040609137
whale_volume,expanding_top1_primary,72,1897440,1,1,24,2,1,34,0.08333333333333333,0.5
whale_volume,expanding_top1_primary,72,1897441,0,0,1176,43,23,1218,0.036564625850340135,0.5348837209302325
whale_volume,expanding_top1_primary,72,1897441,0,1,294,87,73,436,0.29591836734693877,0.8390804597701149
whale_volume,expanding_top1_primary,72,1897441,1,1,12,0,0,15,0.0,
whale_volume,expanding_top1_primary,72,1897442,0,0,8059,1308,102,8384,0.1623030152624395,0.0779816513761468
whale_volume,expanding_top1_primary,72,1897442,0,1,1421,445,343,3554,0.3131597466572836,0.7707865168539326
whale_volume,expanding_top1_primary,72,1897442,1,0,5,0,0,6,0.0,
whale_volume,expanding_top1_primary,72,1897442,1,1,66,8,6,648,0.12121212121212122,0.75
whale_volume,expanding_top1_primary,73,2680253,0,0,3969,174,78,4164,0.04383975812547241,0.4482758620689655
whale_volume,expanding_top1_primary,73,2680253,0,1,739,370,261,1524,0.5006765899864682,0.7054054054054054
whale_volume,expanding_top1_primary,73,2680253,1,0,2,1,1,2,0.5,1.0
whale_volume,expanding_top1_primary,73,2680253,1,1,22,0,0,27,0.0,
whale_volume,expanding_top1_primary,73,2680256,0,0,2352,127,81,2796,0.05399659863945578,0.6377952755905512
whale_volume,expanding_top1_primary,73,2680256,0,1,604,309,229,1033,0.5115894039735099,0.7411003236245954
whale_volume,expanding_top1_primary,73,2680256,1,0,4,0,0,6,0.0,
whale_volume,expanding_top1_primary,73,2680256,1,1,23,2,2,66,0.08695652173913043,1.0
whale_volume,expanding_top1_primary,73,2680257,0,0,9867,463,262,11434,0.04692409040235127,0.5658747300215983
whale_volume,expanding_top1_primary,73,2680257,0,1,1763,777,505,4224,0.44072603516732844,0.6499356499356499
whale_volume,expanding_top1_primary,73,2680257,1,0,9,1,1,11,0.1111111111111111,1.0
whale_volume,expanding_top1_primary,73,2680257,1,1,88,11,9,257,0.125,0.8181818181818182
whale_volume,expanding_top1_primary,74,2690979,0,0,16460,704,298,16942,0.042770352369380316,0.42329545454545453
whale_volume,expanding_top1_primary,74,2690979,0,1,3216,1812,974,6654,0.5634328358208955,0.5375275938189845
whale_volume,expanding_top1_primary,74,2690979,1,0,30,4,3,32,0.13333333333333333,0.75
whale_volume,expanding_top1_primary,74,2690979,1,1,145,15,11,435,0.10344827586206896,0.7333333333333333
whale_volume,expanding_top1_primary,74,2690981,0,0,3450,101,48,3529,0.029275362318840578,0.4752475247524752
whale_volume,expanding_top1_primary,74,2690981,0,1,848,431,312,1317,0.5082547169811321,0.7238979118329466
whale_volume,expanding_top1_primary,74,2690981,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,74,2690981,1,1,30,2,2,37,0.06666666666666667,1.0
whale_volume,expanding_top1_primary,74,2690983,0,0,7893,250,145,8207,0.03167363486633726,0.58
whale_volume,expanding_top1_primary,74,2690983,0,1,1498,736,491,2442,0.49132176234979974,0.6671195652173914
whale_volume,expanding_top1_primary,74,2690983,1,0,17,1,1,19,0.058823529411764705,1.0
whale_volume,expanding_top1_primary,74,2690983,1,1,36,3,1,61,0.08333333333333333,0.3333333333333333
whale_volume,expanding_top1_primary,75,2707623,0,0,11483,394,229,12601,0.034311591047635634,0.5812182741116751
whale_volume,expanding_top1_primary,75,2707623,0,1,2022,963,721,3997,0.4762611275964392,0.7487019730010385
whale_volume,expanding_top1_primary,75,2707623,1,0,26,2,2,26,0.07692307692307693,1.0
whale_volume,expanding_top1_primary,75,2707623,1,1,106,15,13,177,0.14150943396226415,0.8666666666666667
whale_volume,expanding_top1_primary,75,2707625,0,0,1671,56,28,1820,0.033512866546977854,0.5
whale_volume,expanding_top1_primary,75,2707625,0,1,322,121,81,575,0.37577639751552794,0.6694214876033058
whale_volume,expanding_top1_primary,75,2707625,1,0,1,1,1,1,1.0,1.0
whale_volume,expanding_top1_primary,75,2707625,1,1,4,0,0,5,0.0,
whale_volume,expanding_top1_primary,75,2707627,0,0,2619,260,117,3046,0.09927453226422299,0.45
whale_volume,expanding_top1_primary,75,2707627,0,1,488,148,96,819,0.30327868852459017,0.6486486486486487
whale_volume,expanding_top1_primary,75,2707627,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,75,2707627,1,1,28,3,1,30,0.10714285714285714,0.3333333333333333
whale_volume,expanding_top1_primary,76,2690992,0,0,9916,425,251,10298,0.042860024203307784,0.5905882352941176
whale_volume,expanding_top1_primary,76,2690992,0,1,1657,755,487,2695,0.4556427278213639,0.6450331125827815
whale_volume,expanding_top1_primary,76,2690992,1,0,16,4,1,16,0.25,0.25
whale_volume,expanding_top1_primary,76,2690992,1,1,79,7,4,168,0.08860759493670886,0.5714285714285714
whale_volume,expanding_top1_primary,76,2690994,0,0,3011,122,84,3103,0.04051810029890402,0.6885245901639344
whale_volume,expanding_top1_primary,76,2690994,0,1,613,277,181,875,0.45187601957585644,0.6534296028880866
whale_volume,expanding_top1_primary,76,2690994,1,0,6,1,0,6,0.16666666666666666,0.0
whale_volume,expanding_top1_primary,76,2690994,1,1,13,0,0,18,0.0,
whale_volume,expanding_top1_primary,76,2690996,0,0,4446,205,127,4631,0.04610886189833558,0.6195121951219512
whale_volume,expanding_top1_primary,76,2690996,0,1,765,293,167,1041,0.38300653594771245,0.5699658703071673
whale_volume,expanding_top1_primary,76,2690996,1,0,4,0,0,4,0.0,
whale_volume,expanding_top1_primary,76,2690996,1,1,23,4,2,45,0.17391304347826086,0.5
whale_volume,expanding_top1_primary,77,2707636,0,0,3490,173,56,3584,0.0495702005730659,0.3236994219653179
whale_volume,expanding_top1_primary,77,2707636,0,1,592,260,155,796,0.4391891891891892,0.5961538461538461
whale_volume,expanding_top1_primary,77,2707636,1,0,6,0,0,6,0.0,
whale_volume,expanding_top1_primary,77,2707636,1,1,28,2,2,40,0.07142857142857142,1.0
whale_volume,expanding_top1_primary,77,2707637,0,0,2573,77,42,2664,0.029926156237854645,0.5454545454545454
whale_volume,expanding_top1_primary,77,2707637,0,1,542,240,188,809,0.44280442804428044,0.7833333333333333
whale_volume,expanding_top1_primary,77,2707637,1,0,3,1,1,3,0.3333333333333333,1.0
whale_volume,expanding_top1_primary,77,2707637,1,1,23,6,5,37,0.2608695652173913,0.8333333333333334
whale_volume,expanding_top1_primary,77,2707639,0,0,12242,543,347,13267,0.04435549746773403,0.6390423572744015
whale_volume,expanding_top1_primary,77,2707639,0,1,2398,1221,704,5870,0.5091743119266054,0.5765765765765766
whale_volume,expanding_top1_primary,77,2707639,1,0,16,2,2,17,0.125,1.0
whale_volume,expanding_top1_primary,77,2707639,1,1,108,14,11,1521,0.12962962962962962,0.7857142857142857
whale_volume,expanding_top1_primary,78,2707644,0,0,13194,514,245,13739,0.0389571017128998,0.4766536964980545
whale_volume,expanding_top1_primary,78,2707644,0,1,2607,1124,888,4355,0.4311469121595704,0.7900355871886121
whale_volume,expanding_top1_primary,78,2707644,1,0,12,0,0,14,0.0,
whale_volume,expanding_top1_primary,78,2707644,1,1,101,17,11,230,0.16831683168316833,0.6470588235294118
whale_volume,expanding_top1_primary,78,2707646,0,0,1937,67,27,1995,0.03458957150232318,0.40298507462686567
whale_volume,expanding_top1_primary,78,2707646,0,1,369,157,123,482,0.4254742547425474,0.7834394904458599
whale_volume,expanding_top1_primary,78,2707646,1,0,2,0,0,2,0.0,
whale_volume,expanding_top1_primary,78,2707646,1,1,11,0,0,16,0.0,
whale_volume,expanding_top1_primary,78,2707648,0,0,2839,288,122,3011,0.10144417048256428,0.4236111111111111
whale_volume,expanding_top1_primary,78,2707648,0,1,497,195,136,678,0.39235412474849096,0.6974358974358974
whale_volume,expanding_top1_primary,78,2707648,1,0,4,0,0,4,0.0,
whale_volume,expanding_top1_primary,78,2707648,1,1,28,2,2,34,0.07142857142857142,1.0
whale_volume,expanding_top1_primary,79,2718892,0,0,9298,379,230,9706,0.040761454076145405,0.6068601583113457
