classification_family,specification,event_id,market_id,large_action,dynamic_high_activity,actions,any_next,same_next,source_transaction_actions,any_next_action_5m,same_direction_given_next_5m
whale_volume,expanding_top1_primary,102,2891167,1,1,43,5,3,78,0.11627906976744186,0.6
whale_volume,expanding_top1_primary,103,2941971,0,0,7187,461,222,7620,0.06414359259774594,0.48156182212581344
whale_volume,expanding_top1_primary,103,2941971,0,1,2788,1091,986,3997,0.3913199426111908,0.9037580201649863
whale_volume,expanding_top1_primary,103,2941971,1,0,16,0,0,16,0.0,
whale_volume,expanding_top1_primary,103,2941971,1,1,80,8,7,118,0.1,0.875
whale_volume,expanding_top1_primary,103,2941972,0,0,1615,106,33,1705,0.06563467492260062,0.3113207547169811
whale_volume,expanding_top1_primary,103,2941972,0,1,591,137,100,735,0.23181049069373943,0.7299270072992701
whale_volume,expanding_top1_primary,103,2941972,1,0,3,0,0,3,0.0,
whale_volume,expanding_top1_primary,103,2941972,1,1,25,1,1,29,0.04,1.0
whale_volume,expanding_top1_primary,103,2941973,0,0,2965,286,65,3163,0.09645868465430017,0.22727272727272727
whale_volume,expanding_top1_primary,103,2941973,0,1,1253,333,281,1575,0.2657621707901037,0.8438438438438438
whale_volume,expanding_top1_primary,103,2941973,1,0,1,0,0,1,0.0,
whale_volume,expanding_top1_primary,103,2941973,1,1,18,2,2,25,0.1111111111111111,1.0
whale_volume,expanding_top1_primary,104,2941974,0,0,6206,378,134,6470,0.06090879793747986,0.3544973544973545
whale_volume,expanding_top1_primary,104,2941974,0,1,1996,662,520,2631,0.3316633266533066,0.7854984894259819
whale_volume,expanding_top1_primary,104,2941974,1,0,23,1,1,28,0.043478260869565216,1.0
whale_volume,expanding_top1_primary,104,2941974,1,1,62,6,5,111,0.0967741935483871,0.8333333333333334
whale_volume,expanding_top1_primary,104,2941975,0,0,2910,209,132,3057,0.0718213058419244,0.631578947368421
whale_volume,expanding_top1_primary,104,2941975,0,1,563,91,77,621,0.16163410301953818,0.8461538461538461
whale_volume,expanding_top1_primary,104,2941975,1,0,8,1,1,8,0.125,1.0
whale_volume,expanding_top1_primary,104,2941975,1,1,21,2,2,26,0.09523809523809523,1.0
whale_volume,expanding_top1_primary,104,2941976,0,0,8546,644,354,9151,0.07535689211326936,0.5496894409937888
whale_volume,expanding_top1_primary,104,2941976,0,1,3740,1799,1685,5789,0.48101604278074866,0.9366314619232907
whale_volume,expanding_top1_primary,104,2941976,1,0,27,2,2,33,0.07407407407407407,1.0
whale_volume,expanding_top1_primary,104,2941976,1,1,90,22,21,200,0.24444444444444444,0.9545454545454546
whale_volume,rolling7_top1,12,1897067,0,0,3162,144,91,3596,0.04554079696394687,0.6319444444444444
whale_volume,rolling7_top1,12,1897067,0,1,340,170,96,4440,0.5,0.5647058823529412
whale_volume,rolling7_top1,12,1897067,1,0,13,1,1,13,0.07692307692307693,1.0
whale_volume,rolling7_top1,12,1897067,1,1,35,8,8,125,0.22857142857142856,1.0
whale_volume,rolling7_top1,12,1897068,0,0,569,25,13,625,0.043936731107205626,0.52
whale_volume,rolling7_top1,12,1897068,0,1,110,60,41,315,0.5454545454545454,0.6833333333333333
whale_volume,rolling7_top1,12,1897068,1,0,6,0,0,7,0.0,
whale_volume,rolling7_top1,12,1897068,1,1,3,0,0,15,0.0,
whale_volume,rolling7_top1,12,1897069,0,0,691,33,12,775,0.04775687409551375,0.36363636363636365
whale_volume,rolling7_top1,12,1897069,0,1,120,72,36,619,0.6,0.5
whale_volume,rolling7_top1,12,1897069,1,0,1,0,0,1,0.0,
whale_volume,rolling7_top1,12,1897069,1,1,16,0,0,28,0.0,
whale_volume,rolling7_top1,13,1897070,0,0,6659,347,148,7079,0.052109926415377684,0.4265129682997118
whale_volume,rolling7_top1,13,1897070,0,1,1111,631,425,2571,0.5679567956795679,0.6735340729001584
whale_volume,rolling7_top1,13,1897070,1,0,63,9,8,73,0.14285714285714285,0.8888888888888888
whale_volume,rolling7_top1,13,1897070,1,1,52,12,8,646,0.23076923076923078,0.6666666666666666
whale_volume,rolling7_top1,13,1897071,0,0,1403,58,32,1497,0.041339985744832504,0.5517241379310345
whale_volume,rolling7_top1,13,1897071,0,1,511,289,213,996,0.5655577299412916,0.7370242214532872
whale_volume,rolling7_top1,13,1897071,1,0,2,1,1,2,0.5,1.0
whale_volume,rolling7_top1,13,1897071,1,1,21,5,5,54,0.23809523809523808,1.0
whale_volume,rolling7_top1,13,1897072,0,0,1846,140,95,2260,0.07583965330444203,0.6785714285714286
whale_volume,rolling7_top1,13,1897072,0,1,1003,489,342,2307,0.48753738783649053,0.6993865030674846
whale_volume,rolling7_top1,13,1897072,1,0,12,0,0,13,0.0,
whale_volume,rolling7_top1,13,1897072,1,1,44,11,7,74,0.25,0.6363636363636364
whale_volume,rolling7_top1,14,1897073,0,0,9514,466,279,11112,0.04898044986335926,0.5987124463519313
whale_volume,rolling7_top1,14,1897073,0,1,1478,871,588,4250,0.5893098782138024,0.6750861079219288
whale_volume,rolling7_top1,14,1897073,1,0,24,2,2,24,0.08333333333333333,1.0
whale_volume,rolling7_top1,14,1897073,1,1,73,22,20,415,0.3013698630136986,0.9090909090909091
whale_volume,rolling7_top1,14,1897074,0,0,2676,84,39,3059,0.03139013452914798,0.4642857142857143
whale_volume,rolling7_top1,14,1897074,0,1,489,285,219,866,0.5828220858895705,0.7684210526315789
whale_volume,rolling7_top1,14,1897074,1,0,5,0,0,5,0.0,
whale_volume,rolling7_top1,14,1897074,1,1,14,2,1,28,0.14285714285714285,0.5
whale_volume,rolling7_top1,14,1897075,0,0,2650,103,57,3004,0.038867924528301886,0.5533980582524272
whale_volume,rolling7_top1,14,1897075,0,1,499,266,171,825,0.533066132264529,0.6428571428571429
whale_volume,rolling7_top1,14,1897075,1,0,6,0,0,6,0.0,
whale_volume,rolling7_top1,14,1897075,1,1,23,4,2,32,0.17391304347826086,0.5
whale_volume,rolling7_top1,15,1897076,0,0,3351,132,75,3470,0.03939122649955237,0.5681818181818182
whale_volume,rolling7_top1,15,1897076,0,1,584,312,217,916,0.5342465753424658,0.6955128205128205
whale_volume,rolling7_top1,15,1897076,1,0,7,0,0,10,0.0,
whale_volume,rolling7_top1,15,1897076,1,1,18,1,0,26,0.05555555555555555,0.0
whale_volume,rolling7_top1,15,1897077,0,0,2524,102,70,2700,0.04041204437400951,0.6862745098039216
whale_volume,rolling7_top1,15,1897077,0,1,517,270,194,1141,0.5222437137330754,0.7185185185185186
whale_volume,rolling7_top1,15,1897077,1,0,10,0,0,38,0.0,
whale_volume,rolling7_top1,15,1897077,1,1,21,6,6,40,0.2857142857142857,1.0
whale_volume,rolling7_top1,15,1897078,0,0,6257,308,173,7004,0.04922486814767461,0.5616883116883117
whale_volume,rolling7_top1,15,1897078,0,1,972,526,370,1680,0.5411522633744856,0.7034220532319392
whale_volume,rolling7_top1,15,1897078,1,0,21,1,1,57,0.047619047619047616,1.0
whale_volume,rolling7_top1,15,1897078,1,1,44,9,7,191,0.20454545454545456,0.7777777777777778
whale_volume,rolling7_top1,16,1897079,0,0,7061,395,238,7991,0.055941084832176746,0.6025316455696202
whale_volume,rolling7_top1,16,1897079,0,1,1362,793,539,2711,0.5822320117474302,0.6796973518284993
whale_volume,rolling7_top1,16,1897079,1,0,20,0,0,21,0.0,
whale_volume,rolling7_top1,16,1897079,1,1,49,14,13,198,0.2857142857142857,0.9285714285714286
whale_volume,rolling7_top1,16,1897080,0,0,2558,113,58,2688,0.044175136825645035,0.5132743362831859
whale_volume,rolling7_top1,16,1897080,0,1,462,188,119,721,0.4069264069264069,0.6329787234042553
whale_volume,rolling7_top1,16,1897080,1,0,3,0,0,4,0.0,
whale_volume,rolling7_top1,16,1897080,1,1,10,0,0,19,0.0,
whale_volume,rolling7_top1,16,1897081,0,0,3173,133,54,3321,0.041916167664670656,0.40601503759398494
whale_volume,rolling7_top1,16,1897081,0,1,676,352,270,1438,0.5207100591715976,0.7670454545454546
whale_volume,rolling7_top1,16,1897081,1,0,7,0,0,7,0.0,
whale_volume,rolling7_top1,16,1897081,1,1,22,3,2,38,0.13636363636363635,0.6666666666666666
whale_volume,rolling7_top1,17,1897082,0,0,16158,854,365,17522,0.05285307587572719,0.4274004683840749
whale_volume,rolling7_top1,17,1897082,0,1,2065,1123,669,5404,0.5438256658595642,0.5957257346393589
whale_volume,rolling7_top1,17,1897082,1,0,65,7,5,77,0.1076923076923077,0.7142857142857143
whale_volume,rolling7_top1,17,1897082,1,1,87,17,14,374,0.19540229885057472,0.8235294117647058
whale_volume,rolling7_top1,17,1897083,0,0,4609,146,60,4688,0.03167715339553048,0.410958904109589
whale_volume,rolling7_top1,17,1897083,0,1,957,592,437,1781,0.6185997910135841,0.7381756756756757
whale_volume,rolling7_top1,17,1897083,1,0,11,1,1,11,0.09090909090909091,1.0
whale_volume,rolling7_top1,17,1897083,1,1,22,4,4,44,0.18181818181818182,1.0
whale_volume,rolling7_top1,17,1897084,0,0,3866,159,80,4001,0.041127780651836525,0.5031446540880503
whale_volume,rolling7_top1,17,1897084,0,1,758,466,291,1444,0.6147757255936676,0.6244635193133047
whale_volume,rolling7_top1,17,1897084,1,0,10,1,1,10,0.1,1.0
whale_volume,rolling7_top1,17,1897084,1,1,25,2,2,31,0.08,1.0
whale_volume,rolling7_top1,18,1897085,0,0,3422,117,62,3573,0.03419053185271771,0.5299145299145299
whale_volume,rolling7_top1,18,1897085,0,1,597,311,259,934,0.5209380234505863,0.8327974276527331
whale_volume,rolling7_top1,18,1897085,1,0,10,0,0,10,0.0,
whale_volume,rolling7_top1,18,1897085,1,1,17,1,0,710,0.058823529411764705,0.0
whale_volume,rolling7_top1,18,1897086,0,0,4189,168,113,4523,0.04010503700167104,0.6726190476190477
whale_volume,rolling7_top1,18,1897086,0,1,692,383,309,1256,0.5534682080924855,0.8067885117493473
whale_volume,rolling7_top1,18,1897086,1,0,7,0,0,8,0.0,
whale_volume,rolling7_top1,18,1897086,1,1,10,1,1,26,0.1,1.0
whale_volume,rolling7_top1,18,1897087,0,0,4980,196,94,5388,0.0393574297188755,0.47959183673469385
whale_volume,rolling7_top1,18,1897087,0,1,635,239,178,1000,0.3763779527559055,0.7447698744769874
whale_volume,rolling7_top1,18,1897087,1,0,13,0,0,13,0.0,
whale_volume,rolling7_top1,18,1897087,1,1,25,3,2,30,0.12,0.6666666666666666
whale_volume,rolling7_top1,19,1897088,0,0,12116,520,266,12940,0.04291845493562232,0.5115384615384615
whale_volume,rolling7_top1,19,1897088,0,1,1908,1122,749,4068,0.5880503144654088,0.6675579322638147
whale_volume,rolling7_top1,19,1897088,1,0,28,1,1,30,0.03571428571428571,1.0
whale_volume,rolling7_top1,19,1897088,1,1,58,10,6,854,0.1724137931034483,0.6
whale_volume,rolling7_top1,19,1897089,0,0,3553,109,65,3682,0.030678300028145228,0.5963302752293578
whale_volume,rolling7_top1,19,1897089,0,1,799,445,290,1464,0.5569461827284106,0.651685393258427
whale_volume,rolling7_top1,19,1897089,1,0,10,0,0,10,0.0,
whale_volume,rolling7_top1,19,1897089,1,1,15,7,4,28,0.4666666666666667,0.5714285714285714
whale_volume,rolling7_top1,19,1897090,0,0,2860,172,50,3070,0.06013986013986014,0.29069767441860467
whale_volume,rolling7_top1,19,1897090,0,1,669,317,221,880,0.47384155455904337,0.6971608832807571
whale_volume,rolling7_top1,19,1897090,1,0,4,0,0,4,0.0,
whale_volume,rolling7_top1,19,1897090,1,1,17,4,3,22,0.23529411764705882,0.75
whale_volume,rolling7_top1,20,1897091,0,0,4622,189,77,4831,0.040891389009086974,0.4074074074074074
whale_volume,rolling7_top1,20,1897091,0,1,660,262,165,1491,0.396969696969697,0.6297709923664122
whale_volume,rolling7_top1,20,1897091,1,0,12,0,0,13,0.0,
whale_volume,rolling7_top1,20,1897091,1,1,27,3,1,695,0.1111111111111111,0.3333333333333333
whale_volume,rolling7_top1,20,1897092,0,0,2657,76,43,2777,0.02860368837034249,0.5657894736842105
whale_volume,rolling7_top1,20,1897092,0,1,517,183,127,1102,0.3539651837524178,0.6939890710382514
whale_volume,rolling7_top1,20,1897092,1,0,7,0,0,7,0.0,
whale_volume,rolling7_top1,20,1897092,1,1,9,0,0,18,0.0,
whale_volume,rolling7_top1,20,1897093,0,0,1902,58,33,2093,0.030494216614090432,0.5689655172413793
whale_volume,rolling7_top1,20,1897093,0,1,424,181,130,1175,0.4268867924528302,0.7182320441988951
whale_volume,rolling7_top1,20,1897093,1,0,3,0,0,3,0.0,
whale_volume,rolling7_top1,20,1897093,1,1,19,0,0,281,0.0,
whale_volume,rolling7_top1,21,1897094,0,0,14795,812,335,17124,0.05488340655626901,0.4125615763546798
whale_volume,rolling7_top1,21,1897094,0,1,1580,811,488,4321,0.5132911392405063,0.6017262638717632
whale_volume,rolling7_top1,21,1897094,1,0,71,3,3,83,0.04225352112676056,1.0
whale_volume,rolling7_top1,21,1897094,1,1,79,17,6,3216,0.21518987341772153,0.35294117647058826
whale_volume,rolling7_top1,21,1897095,0,0,2709,80,33,2808,0.029531192321889995,0.4125
whale_volume,rolling7_top1,21,1897095,0,1,549,298,201,780,0.5428051001821493,0.674496644295302
whale_volume,rolling7_top1,21,1897095,1,0,2,0,0,2,0.0,
whale_volume,rolling7_top1,21,1897095,1,1,15,0,0,21,0.0,
whale_volume,rolling7_top1,21,1897096,0,0,2264,118,45,2421,0.052120141342756186,0.3813559322033898
whale_volume,rolling7_top1,21,1897096,0,1,470,234,160,658,0.4978723404255319,0.6837606837606838
whale_volume,rolling7_top1,21,1897096,1,0,10,1,0,10,0.1,0.0
whale_volume,rolling7_top1,21,1897096,1,1,28,3,2,96,0.10714285714285714,0.6666666666666666
whale_volume,rolling7_top1,22,1897097,0,0,10689,735,403,11942,0.068762278978389,0.5482993197278911
whale_volume,rolling7_top1,22,1897097,0,1,1391,777,538,2626,0.5585909417685119,0.6924066924066924
whale_volume,rolling7_top1,22,1897097,1,0,27,3,2,33,0.1111111111111111,0.6666666666666666
whale_volume,rolling7_top1,22,1897097,1,1,56,6,3,688,0.10714285714285714,0.5
whale_volume,rolling7_top1,22,1897098,0,0,5550,140,72,5877,0.025225225225225224,0.5142857142857142
whale_volume,rolling7_top1,22,1897098,0,1,810,421,316,1375,0.519753086419753,0.7505938242280285
whale_volume,rolling7_top1,22,1897098,1,0,6,1,0,6,0.16666666666666666,0.0
whale_volume,rolling7_top1,22,1897098,1,1,19,3,2,633,0.15789473684210525,0.6666666666666666
whale_volume,rolling7_top1,22,1897099,0,0,5075,143,66,5231,0.028177339901477833,0.46153846153846156
whale_volume,rolling7_top1,22,1897099,0,1,697,316,236,2635,0.4533715925394548,0.7468354430379747
whale_volume,rolling7_top1,22,1897099,1,0,20,0,0,22,0.0,
whale_volume,rolling7_top1,22,1897099,1,1,18,1,1,28,0.05555555555555555,1.0
whale_volume,rolling7_top1,23,1897100,0,0,6585,302,129,6860,0.04586180713743356,0.4271523178807947
whale_volume,rolling7_top1,23,1897100,0,1,1011,520,353,3519,0.5143422354104846,0.6788461538461539
whale_volume,rolling7_top1,23,1897100,1,0,15,1,0,27,0.06666666666666667,0.0
whale_volume,rolling7_top1,23,1897100,1,1,40,6,5,475,0.15,0.8333333333333334
whale_volume,rolling7_top1,23,1897101,0,0,3235,148,84,3343,0.04574961360123648,0.5675675675675675
whale_volume,rolling7_top1,23,1897101,0,1,573,302,230,1655,0.5270506108202443,0.7615894039735099
whale_volume,rolling7_top1,23,1897101,1,0,4,0,0,9,0.0,
whale_volume,rolling7_top1,23,1897101,1,1,7,0,0,14,0.0,
whale_volume,rolling7_top1,23,1897102,0,0,2605,93,43,2653,0.03570057581573896,0.46236559139784944
whale_volume,rolling7_top1,23,1897102,0,1,504,219,165,2167,0.43452380952380953,0.7534246575342466
whale_volume,rolling7_top1,23,1897102,1,0,12,1,1,13,0.08333333333333333,1.0
whale_volume,rolling7_top1,23,1897102,1,1,30,4,2,787,0.13333333333333333,0.5
whale_volume,rolling7_top1,24,1897103,0,0,2620,100,41,2769,0.03816793893129771,0.41
whale_volume,rolling7_top1,24,1897103,0,1,349,96,77,830,0.27507163323782235,0.8020833333333334
whale_volume,rolling7_top1,24,1897103,1,0,2,0,0,2,0.0,
whale_volume,rolling7_top1,24,1897103,1,1,19,2,2,40,0.10526315789473684,1.0
whale_volume,rolling7_top1,24,1897104,0,0,2619,67,37,2733,0.025582283314242078,0.5522388059701493
whale_volume,rolling7_top1,24,1897104,0,1,405,136,107,603,0.3358024691358025,0.7867647058823529
whale_volume,rolling7_top1,24,1897104,1,0,4,0,0,4,0.0,
whale_volume,rolling7_top1,24,1897104,1,1,12,2,2,25,0.16666666666666666,1.0
whale_volume,rolling7_top1,24,1897105,0,0,6587,337,157,7762,0.051161378472749354,0.4658753709198813
whale_volume,rolling7_top1,24,1897105,0,1,919,351,249,2733,0.381936887921654,0.7094017094017094
whale_volume,rolling7_top1,24,1897105,1,0,5,0,0,5,0.0,
whale_volume,rolling7_top1,24,1897105,1,1,58,17,15,544,0.29310344827586204,0.8823529411764706
whale_volume,rolling7_top1,25,1897106,0,0,12217,685,346,13453,0.056069411475812396,0.5051094890510949
whale_volume,rolling7_top1,25,1897106,0,1,1351,626,389,8334,0.463360473723168,0.6214057507987221
whale_volume,rolling7_top1,25,1897106,1,0,46,11,11,120,0.2391304347826087,1.0
whale_volume,rolling7_top1,25,1897106,1,1,93,19,13,2851,0.20430107526881722,0.6842105263157895
whale_volume,rolling7_top1,25,1897107,0,0,3009,166,107,3239,0.055167829843801926,0.6445783132530121
whale_volume,rolling7_top1,25,1897107,0,1,594,324,236,1145,0.5454545454545454,0.7283950617283951
whale_volume,rolling7_top1,25,1897107,1,0,18,6,6,30,0.3333333333333333,1.0
whale_volume,rolling7_top1,25,1897107,1,1,8,2,0,12,0.25,0.0
whale_volume,rolling7_top1,25,1897108,0,0,2330,87,30,2427,0.03733905579399142,0.3448275862068966
whale_volume,rolling7_top1,25,1897108,0,1,550,301,210,916,0.5472727272727272,0.6976744186046512
whale_volume,rolling7_top1,25,1897108,1,0,4,1,1,4,0.25,1.0
whale_volume,rolling7_top1,25,1897108,1,1,11,1,1,34,0.09090909090909091,1.0
whale_volume,rolling7_top1,26,1897109,0,0,7037,302,157,7758,0.042916015347449196,0.5198675496688742
whale_volume,rolling7_top1,26,1897109,0,1,942,489,357,2625,0.5191082802547771,0.7300613496932515
whale_volume,rolling7_top1,26,1897109,1,0,11,1,1,14,0.09090909090909091,1.0
whale_volume,rolling7_top1,26,1897109,1,1,29,7,4,82,0.2413793103448276,0.5714285714285714
whale_volume,rolling7_top1,26,1897110,0,0,3348,71,35,3461,0.02120669056152927,0.49295774647887325
whale_volume,rolling7_top1,26,1897110,0,1,473,254,186,789,0.5369978858350951,0.7322834645669292
whale_volume,rolling7_top1,26,1897110,1,0,1,0,0,1,0.0,
whale_volume,rolling7_top1,26,1897110,1,1,18,1,1,39,0.05555555555555555,1.0
whale_volume,rolling7_top1,26,1897111,0,0,2943,92,43,3028,0.03126061841658172,0.4673913043478261
whale_volume,rolling7_top1,26,1897111,0,1,565,328,284,1235,0.5805309734513274,0.8658536585365854
whale_volume,rolling7_top1,26,1897111,1,0,12,1,1,14,0.08333333333333333,1.0
whale_volume,rolling7_top1,26,1897111,1,1,20,1,1,29,0.05,1.0
whale_volume,rolling7_top1,27,1897112,0,0,5700,381,192,6677,0.0668421052631579,0.5039370078740157
whale_volume,rolling7_top1,27,1897112,0,1,950,466,328,3217,0.4905263157894737,0.703862660944206
whale_volume,rolling7_top1,27,1897112,1,0,8,2,2,44,0.25,1.0
whale_volume,rolling7_top1,27,1897112,1,1,28,3,2,80,0.10714285714285714,0.6666666666666666
whale_volume,rolling7_top1,27,1897113,0,0,3627,93,51,3718,0.02564102564102564,0.5483870967741935
whale_volume,rolling7_top1,27,1897113,0,1,671,347,305,1244,0.5171385991058122,0.8789625360230547
whale_volume,rolling7_top1,27,1897113,1,0,5,0,0,5,0.0,
whale_volume,rolling7_top1,27,1897113,1,1,27,3,3,33,0.1111111111111111,1.0
whale_volume,rolling7_top1,27,1897114,0,0,3735,169,99,4033,0.04524765729585007,0.5857988165680473
whale_volume,rolling7_top1,27,1897114,0,1,702,319,273,1824,0.4544159544159544,0.8557993730407524
whale_volume,rolling7_top1,27,1897114,1,0,3,1,1,6,0.3333333333333333,1.0
whale_volume,rolling7_top1,27,1897114,1,1,23,5,4,54,0.21739130434782608,0.8
whale_volume,rolling7_top1,28,1897115,0,0,8456,403,191,9281,0.047658467360454114,0.4739454094292804
whale_volume,rolling7_top1,28,1897115,0,1,1323,654,406,7398,0.4943310657596372,0.6207951070336392
whale_volume,rolling7_top1,28,1897115,1,0,21,3,3,24,0.14285714285714285,1.0
whale_volume,rolling7_top1,28,1897115,1,1,71,14,12,5749,0.19718309859154928,0.8571428571428571
whale_volume,rolling7_top1,28,1897116,0,0,4443,147,66,4790,0.03308575286968265,0.4489795918367347
whale_volume,rolling7_top1,28,1897116,0,1,777,377,291,1318,0.4851994851994852,0.7718832891246684
whale_volume,rolling7_top1,28,1897116,1,0,4,0,0,4,0.0,
whale_volume,rolling7_top1,28,1897116,1,1,40,7,7,74,0.175,1.0
whale_volume,rolling7_top1,28,1897117,0,0,7033,373,194,7898,0.0530356888952083,0.5201072386058981
whale_volume,rolling7_top1,28,1897117,0,1,1268,631,512,5906,0.49763406940063093,0.8114104595879557
whale_volume,rolling7_top1,28,1897117,1,0,12,0,0,13,0.0,
whale_volume,rolling7_top1,28,1897117,1,1,56,11,10,534,0.19642857142857142,0.9090909090909091
whale_volume,rolling7_top1,29,1897118,0,0,12835,796,398,14589,0.06201791975068173,0.5
whale_volume,rolling7_top1,29,1897118,0,1,2133,1135,772,5641,0.5321143928738865,0.6801762114537445
whale_volume,rolling7_top1,29,1897118,1,0,39,5,3,41,0.1282051282051282,0.6
whale_volume,rolling7_top1,29,1897118,1,1,116,9,8,10462,0.07758620689655173,0.8888888888888888
whale_volume,rolling7_top1,29,1897119,0,0,4273,190,52,4540,0.0444652468991341,0.2736842105263158
whale_volume,rolling7_top1,29,1897119,0,1,787,456,313,1363,0.579415501905972,0.6864035087719298
whale_volume,rolling7_top1,29,1897119,1,0,4,1,1,6,0.25,1.0
whale_volume,rolling7_top1,29,1897119,1,1,35,3,3,52,0.08571428571428572,1.0
whale_volume,rolling7_top1,29,1897120,0,0,4030,233,137,4416,0.057816377171215884,0.5879828326180258
whale_volume,rolling7_top1,29,1897120,0,1,922,358,238,4384,0.3882863340563991,0.664804469273743
whale_volume,rolling7_top1,29,1897120,1,0,14,2,1,15,0.14285714285714285,0.5
whale_volume,rolling7_top1,29,1897120,1,1,52,5,3,845,0.09615384615384616,0.6
whale_volume,rolling7_top1,30,1897121,0,0,3066,86,33,3184,0.028049575994781473,0.38372093023255816
whale_volume,rolling7_top1,30,1897121,0,1,535,215,149,730,0.40186915887850466,0.6930232558139535
whale_volume,rolling7_top1,30,1897121,1,0,7,0,0,14,0.0,
whale_volume,rolling7_top1,30,1897121,1,1,10,0,0,11,0.0,
whale_volume,rolling7_top1,30,1897122,0,0,2455,62,30,2667,0.02525458248472505,0.4838709677419355
whale_volume,rolling7_top1,30,1897122,0,1,410,200,161,540,0.4878048780487805,0.805
whale_volume,rolling7_top1,30,1897122,1,0,2,0,0,2,0.0,
whale_volume,rolling7_top1,30,1897122,1,1,17,3,3,21,0.17647058823529413,1.0
whale_volume,rolling7_top1,30,1897123,0,0,11797,443,261,12431,0.037551919979655846,0.5891647855530474
whale_volume,rolling7_top1,30,1897123,0,1,1604,772,633,3939,0.48129675810473815,0.8199481865284974
whale_volume,rolling7_top1,30,1897123,1,0,22,1,1,30,0.045454545454545456,1.0
whale_volume,rolling7_top1,30,1897123,1,1,63,5,5,2493,0.07936507936507936,1.0
whale_volume,rolling7_top1,31,1897124,0,0,7030,302,144,7348,0.042958748221906116,0.4768211920529801
whale_volume,rolling7_top1,31,1897124,0,1,1111,441,331,1678,0.39693969396939693,0.7505668934240363
whale_volume,rolling7_top1,31,1897124,1,0,16,0,0,17,0.0,
whale_volume,rolling7_top1,31,1897124,1,1,42,6,4,63,0.14285714285714285,0.6666666666666666
whale_volume,rolling7_top1,31,1897125,0,0,2585,83,45,2704,0.03210831721470019,0.5421686746987951
whale_volume,rolling7_top1,31,1897125,0,1,711,273,226,1157,0.38396624472573837,0.8278388278388278
whale_volume,rolling7_top1,31,1897125,1,0,2,0,0,3,0.0,
whale_volume,rolling7_top1,31,1897125,1,1,27,8,8,42,0.2962962962962963,1.0
whale_volume,rolling7_top1,31,1897126,0,0,2262,139,97,2630,0.0614500442086649,0.697841726618705
whale_volume,rolling7_top1,31,1897126,0,1,677,173,139,1137,0.2555391432791728,0.8034682080924855
whale_volume,rolling7_top1,31,1897126,1,0,3,0,0,3,0.0,
whale_volume,rolling7_top1,31,1897126,1,1,39,7,5,52,0.1794871794871795,0.7142857142857143
whale_volume,rolling7_top1,32,1897127,0,0,9162,394,218,9833,0.04300371098013534,0.5532994923857868
whale_volume,rolling7_top1,32,1897127,0,1,1264,511,351,4845,0.40427215189873417,0.6868884540117417
whale_volume,rolling7_top1,32,1897127,1,0,25,4,3,29,0.16,0.75
whale_volume,rolling7_top1,32,1897127,1,1,86,18,18,2065,0.20930232558139536,1.0
whale_volume,rolling7_top1,32,1897130,0,0,2508,85,22,2591,0.033891547049441785,0.25882352941176473
whale_volume,rolling7_top1,32,1897130,0,1,416,162,111,610,0.3894230769230769,0.6851851851851852
whale_volume,rolling7_top1,32,1897130,1,0,2,1,1,2,0.5,1.0
whale_volume,rolling7_top1,32,1897130,1,1,11,0,0,19,0.0,
whale_volume,rolling7_top1,32,1897133,0,0,2357,96,50,2511,0.040729741196436145,0.5208333333333334
whale_volume,rolling7_top1,32,1897133,0,1,402,153,100,637,0.3805970149253731,0.6535947712418301
whale_volume,rolling7_top1,32,1897133,1,1,11,0,0,20,0.0,
whale_volume,rolling7_top1,33,1897144,0,0,10608,598,263,11092,0.056372549019607844,0.4397993311036789
whale_volume,rolling7_top1,33,1897144,0,1,1458,720,445,4022,0.49382716049382713,0.6180555555555556
whale_volume,rolling7_top1,33,1897144,1,0,14,2,2,15,0.14285714285714285,1.0
whale_volume,rolling7_top1,33,1897144,1,1,75,13,9,4472,0.17333333333333334,0.6923076923076923
whale_volume,rolling7_top1,33,1897145,0,0,3389,90,39,3614,0.026556506344054293,0.43333333333333335
whale_volume,rolling7_top1,33,1897145,0,1,587,314,235,1309,0.534923339011925,0.7484076433121019
whale_volume,rolling7_top1,33,1897145,1,0,2,0,0,2,0.0,
whale_volume,rolling7_top1,33,1897145,1,1,17,2,2,23,0.11764705882352941,1.0
whale_volume,rolling7_top1,33,1897146,0,0,3881,95,44,4019,0.0244782272610152,0.4631578947368421
whale_volume,rolling7_top1,33,1897146,0,1,723,335,224,2515,0.4633471645919779,0.6686567164179105
whale_volume,rolling7_top1,33,1897146,1,0,1,0,0,2,0.0,
whale_volume,rolling7_top1,33,1897146,1,1,19,3,2,38,0.15789473684210525,0.6666666666666666
whale_volume,rolling7_top1,34,1897147,0,0,18386,795,458,19445,0.043239421298814314,0.5761006289308176
whale_volume,rolling7_top1,34,1897147,0,1,2386,1110,727,6833,0.4652137468566639,0.6549549549549549
whale_volume,rolling7_top1,34,1897147,1,0,46,6,6,58,0.13043478260869565,1.0
whale_volume,rolling7_top1,34,1897147,1,1,176,63,57,1379,0.35795454545454547,0.9047619047619048
whale_volume,rolling7_top1,34,1897148,0,0,2304,80,42,2540,0.034722222222222224,0.525
whale_volume,rolling7_top1,34,1897148,0,1,488,255,188,815,0.5225409836065574,0.7372549019607844
whale_volume,rolling7_top1,34,1897148,1,0,4,0,0,6,0.0,
