market_id,market_subtype,trade_count,volume_usdc,first_trade_time,last_trade_time,yes_outcome_won,event_id,stage,market_role,median_baseline_price,mean_baseline_price,sample_minutes,sample_gross_volume_usdc,median_minutes_to_kickoff,expanding_included,rolling7_included
1897146,Match winner,10593,1615126.003633981,2026-06-01 01:58:33.000 UTC,2026-06-20 19:12:16.000 UTC,0.0,33,Group stage,away_win,0.195,0.195975935828877,1870,496887.6293227118,1285.0,1,1
1897147,Match winner,56367,16223277.72955744,2026-06-01 02:54:22.000 UTC,2026-06-20 22:27:05.000 UTC,1.0,34,Group stage,home_win,0.635,0.6386254174723149,5689,8767760.349577855,4049.0,1,1
1897148,Match draw,13598,1876275.7415869616,2026-06-01 11:04:47.000 UTC,2026-06-20 22:15:31.000 UTC,0.0,34,Group stage,draw,0.205,0.20387883008356544,1436,470583.04836188763,859.5,0,0
1897149,Match winner,12904,3037911.9591452135,2026-06-01 14:09:28.000 UTC,2026-06-20 22:15:43.000 UTC,0.0,34,Group stage,away_win,0.155,0.1578373266078184,1586,971453.7850846883,1309.5,1,0
1897150,Match winner,16085,3873689.891315276,2026-06-01 04:36:41.000 UTC,2026-06-21 02:08:08.000 UTC,0.0,35,Group stage,home_win,0.865,0.8594313638382941,2251,1549997.7468944471,1323.0,1,1
1897151,Match draw,13325,1509275.6165199685,2026-06-01 15:13:06.000 UTC,2026-06-21 02:11:37.000 UTC,1.0,35,Group stage,draw,0.095,0.0953289124668435,1885,267327.07712823583,1427.0,1,1
1897152,Match winner,12338,2697333.442215142,2026-06-01 00:07:50.000 UTC,2026-06-21 02:06:23.000 UTC,0.0,35,Group stage,away_win,0.0395,0.047403029183598074,2707,1534968.487553909,3474.0,1,1
1897153,Match winner,5351,1739713.5998639895,2026-06-01 05:26:16.000 UTC,2026-06-21 06:09:28.000 UTC,0.0,36,Group stage,home_win,0.135,0.1347982062780269,1338,1214935.2848911476,958.5,1,1
1897154,Match draw,5000,1483116.9096569882,2026-06-01 11:04:43.000 UTC,2026-06-21 06:05:23.000 UTC,0.0,36,Group stage,draw,0.235,0.22985841423948222,1236,927638.0622650286,921.0,1,1
1897155,Match winner,31389,8400558.054636253,2026-06-01 03:11:03.000 UTC,2026-06-21 06:15:26.000 UTC,1.0,36,Group stage,away_win,0.635,0.627511514841351,3908,5140779.930029663,2545.0,1,1
1897161,Match winner,13250,4559957.642434233,2026-06-01 00:23:12.000 UTC,2026-06-21 18:27:50.000 UTC,1.0,37,Group stage,home_win,0.885,0.8848389982110912,2795,2016145.5559524943,1940.0,1,1
1897162,Match draw,6874,870589.0495309917,2026-06-01 08:18:46.000 UTC,2026-06-21 18:16:07.000 UTC,0.0,37,Group stage,draw,0.085,0.08174002047082907,1954,366185.4606194158,1363.0,1,1
1897163,Match winner,8507,1457564.487765989,2026-06-01 08:18:47.000 UTC,2026-06-21 18:21:13.000 UTC,0.0,37,Group stage,away_win,0.0375,0.0375218797564688,2628,947214.9936653968,2902.0,1,1
1897168,Match winner,31777,9571284.478662873,2026-06-01 06:33:37.000 UTC,2026-06-21 21:17:44.000 UTC,0.0,38,Group stage,home_win,0.675,0.680929018789144,2874,2771298.150802941,1677.5,1,1
1897171,Match draw,12697,1785645.622129975,2026-06-01 08:52:01.000 UTC,2026-06-21 21:27:46.000 UTC,1.0,38,Group stage,draw,0.205,0.20155259365994235,1388,184054.2412480783,788.0,0,0
1897173,Match winner,11615,2155255.9064150243,2026-06-01 11:04:48.000 UTC,2026-06-21 21:17:29.000 UTC,0.0,38,Group stage,away_win,0.115,0.11719987021414667,1541,659685.7740421977,963.0,0,0
1897177,Match winner,27663,6528887.376098361,2026-06-01 02:02:55.000 UTC,2026-06-22 00:17:29.000 UTC,0.0,39,Group stage,home_win,0.675,0.6767130102040817,3920,1713386.1477542815,3314.5,1,1
1897179,Match draw,15256,2644569.838640108,2026-06-01 08:51:55.000 UTC,2026-06-22 00:31:38.000 UTC,1.0,39,Group stage,draw,0.225,0.2222099805573558,1543,250685.18380231177,893.0,0,0
1897181,Match winner,13022,2297704.434317052,2026-06-01 11:04:38.000 UTC,2026-06-22 00:17:07.000 UTC,0.0,39,Group stage,away_win,0.105,0.10694334650856391,1518,598353.3447959466,958.5,0,0
1897186,Match winner,12908,1930050.486085976,2026-06-01 08:24:53.000 UTC,2026-06-22 03:11:59.000 UTC,0.0,40,Group stage,home_win,0.165,0.16430325352977285,1629,448051.05930150894,1025.0,1,1
1897187,Match draw,9009,1098879.0534609738,2026-06-02 15:25:59.000 UTC,2026-06-22 03:12:05.000 UTC,0.0,40,Group stage,draw,0.235,0.2361288088642659,1444,403518.5646963522,953.5,1,1
1897188,Match winner,18945,9549842.898069818,2026-06-01 05:29:43.000 UTC,2026-06-22 03:18:41.000 UTC,1.0,40,Group stage,away_win,0.605,0.6000744047619048,2352,3923105.4592848737,1251.5,1,1
1897193,Match winner,49543,12370027.839462733,2026-06-01 01:38:23.000 UTC,2026-06-22 19:22:40.000 UTC,1.0,41,Group stage,home_win,0.625,0.6276481835564053,6276,7248609.001967585,3595.0,1,1
1897194,Match draw,10401,2442561.198381123,2026-06-01 08:25:18.000 UTC,2026-06-22 19:15:43.000 UTC,0.0,41,Group stage,draw,0.225,0.22426851294400962,1661,1371860.639112333,939.0,0,0
1897197,Match winner,8981,2656905.119205058,2026-06-01 08:51:45.000 UTC,2026-06-22 19:15:34.000 UTC,0.0,41,Group stage,away_win,0.135,0.13249547374773687,1657,917129.5397059174,993.0,1,0
1897202,Match winner,15285,6094376.12121319,2026-06-01 00:22:00.000 UTC,2026-06-23 01:05:25.000 UTC,1.0,42,Group stage,home_win,0.905,0.8975397067806964,3274,2846874.451933786,2094.0,1,1
1897204,Match draw,8576,809544.4636509946,2026-06-01 15:35:39.000 UTC,2026-06-23 00:59:32.000 UTC,0.0,42,Group stage,draw,0.075,0.08071294997662459,2139,436897.42410989123,1600.0,1,1
1897206,Match winner,8058,1607263.3095949776,2026-06-01 06:36:39.000 UTC,2026-06-23 00:59:07.000 UTC,0.0,42,Group stage,away_win,0.0295,0.03069609544468546,2305,917654.0358975286,2753.0,1,1
1897211,Match winner,35804,12440101.512926737,2026-06-01 03:12:18.000 UTC,2026-06-23 02:14:40.000 UTC,1.0,43,Group stage,home_win,0.425,0.42893114203454896,4168,4480562.099191957,2360.5,1,1
1897212,Match draw,10072,2472429.5045729927,2026-06-01 08:51:38.000 UTC,2026-06-23 02:12:35.000 UTC,0.0,43,Group stage,draw,0.275,0.276504400440044,1818,1073822.8685480177,1039.0,0,0
1897213,Match winner,9101,3037095.998053186,2026-06-01 04:39:38.000 UTC,2026-06-23 02:12:19.000 UTC,0.0,43,Group stage,away_win,0.295,0.29646157840083076,1926,1835137.7231466407,1194.5,1,1
1897218,Match winner,11710,2196252.592885999,2026-06-01 15:35:55.000 UTC,2026-06-23 05:13:55.000 UTC,0.0,44,Group stage,home_win,0.155,0.1510006901311249,1449,895290.0025233806,1004.0,1,1
1897221,Match draw,11623,992739.1451709728,2026-06-01 08:51:54.000 UTC,2026-06-23 05:11:16.000 UTC,0.0,44,Group stage,draw,0.225,0.22618689903846154,1664,330875.8702080273,1082.5,1,1
1897223,Match winner,23014,9261522.65453384,2026-06-01 01:28:27.000 UTC,2026-06-23 05:27:19.000 UTC,1.0,44,Group stage,away_win,0.635,0.6328610206297502,2763,5907523.178852909,1725.0,1,1
1897228,Match winner,19450,6756314.801618375,2026-06-01 00:24:46.000 UTC,2026-06-23 19:15:11.000 UTC,1.0,45,Group stage,home_win,0.815,0.8203728137465479,3259,3723970.83690881,2211.0,1,1
1897230,Match draw,5809,1403750.1933019797,2026-06-01 15:36:03.000 UTC,2026-06-23 18:58:22.000 UTC,0.0,45,Group stage,draw,0.125,0.12071120689655172,1624,369581.0393042758,1083.5,1,0
1897231,Match winner,5820,1832848.999487995,2026-06-01 16:08:08.000 UTC,2026-06-23 19:11:13.000 UTC,0.0,45,Group stage,away_win,0.045,0.05230793854033291,1562,702040.7457320701,986.0,1,0
1897236,Match winner,26250,9593145.064456915,2026-06-01 00:29:54.000 UTC,2026-06-23 22:14:32.000 UTC,0.0,46,Group stage,home_win,0.805,0.8015971081169899,3043,3616616.543606144,1959.0,1,1
1897238,Match draw,12466,1884908.1345989548,2026-06-01 15:36:14.000 UTC,2026-06-23 22:18:40.000 UTC,1.0,46,Group stage,draw,0.135,0.13658163265306122,1666,371077.51114423794,1179.5,1,1
1897240,Match winner,9280,1463496.7481369695,2026-06-01 15:23:06.000 UTC,2026-06-23 22:14:31.000 UTC,0.0,46,Group stage,away_win,0.065,0.06663325183374084,2045,517856.2739124518,2198.0,1,1
1897246,Match winner,5821,1281945.2008949816,2026-06-01 16:08:38.000 UTC,2026-06-24 01:06:34.000 UTC,0.0,47,Group stage,home_win,0.125,0.12754091653027821,1222,522542.8603777905,882.0,0,0
1897247,Match draw,6476,635062.9330909883,2026-06-01 08:52:15.000 UTC,2026-06-24 01:08:56.000 UTC,0.0,47,Group stage,draw,0.225,0.22393495353824158,1399,221250.48088059464,1016.0,0,0
1897249,Match winner,26677,7930743.083288213,2026-06-01 01:38:50.000 UTC,2026-06-24 01:09:37.000 UTC,1.0,47,Group stage,away_win,0.635,0.6427280835881753,3924,2919380.8214657083,2703.0,1,1
1897254,Match winner,27262,5531382.490289158,2026-06-01 13:45:03.000 UTC,2026-06-24 04:09:43.000 UTC,1.0,48,Group stage,home_win,0.645,0.6479917398038204,3874,1349612.502272758,2872.5,1,1
1897255,Match draw,9805,952851.5518099827,2026-06-01 08:52:02.000 UTC,2026-06-24 04:06:11.000 UTC,0.0,48,Group stage,draw,0.235,0.23167089410272668,1577,144476.80862676876,999.0,1,1
1897256,Match winner,6766,1484579.189630984,2026-06-01 16:08:52.000 UTC,2026-06-24 04:09:44.000 UTC,0.0,48,Group stage,away_win,0.135,0.1313041958041958,1430,513149.3374596427,1089.0,1,1
1897263,Match winner,23762,5040065.478892278,2026-06-01 08:52:06.000 UTC,2026-06-24 21:20:07.000 UTC,1.0,49,Group stage,home_win,0.405,0.4109189288334556,2726,1494593.0333504768,1776.5,1,1
1897265,Match draw,11192,1018920.0164449766,2026-06-01 11:48:09.000 UTC,2026-06-24 21:08:20.000 UTC,0.0,49,Group stage,draw,0.315,0.3141914357682619,1985,482877.3977028283,1177.0,1,1
1897266,Match winner,10332,1273159.0643409807,2026-06-01 15:56:18.000 UTC,2026-06-24 21:09:08.000 UTC,0.0,49,Group stage,away_win,0.285,0.2865805400372439,2148,448484.45466726494,1446.5,1,1
1897271,Match winner,15350,3529724.746811117,2026-06-01 21:08:04.000 UTC,2026-06-24 21:20:14.000 UTC,1.0,50,Group stage,home_win,0.695,0.680558272208639,2454,946278.5722717274,1753.5,1,1
1897273,Match draw,6929,614093.2567599891,2026-06-01 11:04:43.000 UTC,2026-06-24 21:08:11.000 UTC,0.0,50,Group stage,draw,0.175,0.18482309124767227,1611,237070.04967181903,917.0,1,1
1897274,Match winner,5031,875961.2712179885,2026-06-01 06:58:59.000 UTC,2026-06-24 21:15:17.000 UTC,0.0,50,Group stage,away_win,0.125,0.12716514954486347,1538,226762.4731355635,1061.0,0,0
1897279,Match winner,22573,11059387.421383694,2026-06-01 00:29:40.000 UTC,2026-06-25 00:19:46.000 UTC,1.0,51,Group stage,home_win,0.825,0.8109416445623342,2639,2107720.8406716017,1727.0,1,1
1897280,Match draw,7514,1116446.650325981,2026-06-01 15:37:13.000 UTC,2026-06-25 00:10:49.000 UTC,0.0,51,Group stage,draw,0.125,0.12913898601398602,1144,274104.4745054373,971.5,0,0
1897281,Match winner,7024,1990463.2780249768,2026-06-01 16:10:21.000 UTC,2026-06-25 00:11:29.000 UTC,0.0,51,Group stage,away_win,0.055,0.05786971830985915,1136,667300.2762003121,1221.5,0,0
1897286,Match winner,4699,1683518.494199986,2026-06-01 01:35:32.000 UTC,2026-06-25 00:19:05.000 UTC,0.0,52,Group stage,home_win,0.105,0.10850776502363267,1481,930426.2500849607,1186.0,1,0
1897289,Match draw,5119,629468.928275988,2026-06-01 15:37:05.000 UTC,2026-06-25 00:15:28.000 UTC,0.0,52,Group stage,draw,0.175,0.1749682427664079,1417,185835.92864667362,944.0,0,0
1897291,Match winner,20644,4273352.465741395,2026-06-01 01:39:02.000 UTC,2026-06-25 00:30:46.000 UTC,1.0,52,Group stage,away_win,0.705,0.7065206372194062,4143,1623947.0631079264,3033.0,1,1
1897296,Match winner,5867,1463178.9786609882,2026-06-01 11:04:40.000 UTC,2026-06-25 03:08:25.000 UTC,0.0,54,Group stage,home_win,0.255,0.24727629000653167,1531,918492.3744429917,1124.0,1,1
1897297,Match draw,5951,622484.9308009929,2026-06-01 08:01:40.000 UTC,2026-06-25 03:04:55.000 UTC,0.0,54,Group stage,draw,0.245,0.24236469864698645,1626,310021.032949975,1049.5,1,1
1897299,Match winner,34703,7012482.500909388,2026-06-01 08:16:29.000 UTC,2026-06-25 03:15:26.000 UTC,1.0,54,Group stage,away_win,0.505,0.5040783847980997,4210,4157231.417206489,2569.0,1,1
1897303,Match winner,10315,2811792.1809561043,2026-06-01 08:24:53.000 UTC,2026-06-25 03:19:11.000 UTC,1.0,53,Group stage,home_win,0.165,0.16816924328722538,1229,931138.2117325237,1126.0,1,1
1897305,Match draw,7716,868354.9009839871,2026-06-02 18:10:10.000 UTC,2026-06-25 03:07:55.000 UTC,0.0,53,Group stage,draw,0.245,0.241272030651341,1305,327389.06334868044,996.0,1,1
1897306,Match winner,25267,7832196.426434866,2026-06-01 12:25:36.000 UTC,2026-06-25 03:10:35.000 UTC,0.0,53,Group stage,away_win,0.595,0.5921385920804525,3182,4446686.33964076,2019.0,1,1
1897311,Match winner,16387,4727808.56972226,2026-06-01 08:45:41.000 UTC,2026-06-25 22:16:22.000 UTC,1.0,56,Group stage,home_win,0.195,0.20516755177907595,1883,1825308.547833744,1037.0,1,1
1897312,Match draw,12326,1353186.123823973,2026-06-01 08:51:38.000 UTC,2026-06-25 22:11:10.000 UTC,0.0,56,Group stage,draw,0.2055,0.21126722640416906,1727,402429.269888818,996.0,1,0
1897315,Match winner,49527,12703997.257424252,2026-06-01 01:39:14.000 UTC,2026-06-25 22:13:59.000 UTC,0.0,56,Group stage,away_win,0.535,0.5511302267002519,5955,7515305.758142179,3561.0,1,1
1897320,Match winner,7031,1091515.1358609896,2026-06-01 16:11:17.000 UTC,2026-06-25 22:02:23.000 UTC,0.0,55,Group stage,home_win,0.055,0.05463586956521739,2116,753678.074732624,1888.0,1,1
1897322,Match draw,5942,468891.53759399086,2026-06-01 15:37:45.000 UTC,2026-06-25 22:01:29.000 UTC,0.0,55,Group stage,draw,0.115,0.11321928277483834,1701,277802.91234865633,1047.0,1,0
1897323,Match winner,7203,1629425.0787219503,2026-06-01 00:26:05.000 UTC,2026-06-25 22:13:49.000 UTC,1.0,55,Group stage,away_win,0.835,0.8343980942297512,1889,632584.4564449755,1035.0,1,0
1897329,Match winner,34107,15119423.968119914,2026-06-01 03:03:32.000 UTC,2026-06-26 01:10:56.000 UTC,0.0,58,Group stage,home_win,0.515,0.5029280614452618,4622,8839110.346745685,3141.5,1,1
1897330,Match draw,10375,1737360.013801973,2026-06-01 03:03:32.000 UTC,2026-06-26 01:13:56.000 UTC,1.0,58,Group stage,draw,0.275,0.27493268090154216,1686,574618.4893454964,1095.0,0,0
1897331,Match winner,12507,2870038.101003208,2026-06-01 03:03:32.000 UTC,2026-06-26 01:11:04.000 UTC,0.0,58,Group stage,away_win,0.215,0.22888088935944945,1889,1569949.8154437416,1194.0,1,1
1897336,Match winner,4005,949485.183312996,2026-06-01 08:51:41.000 UTC,2026-06-26 01:04:07.000 UTC,0.0,57,Group stage,home_win,0.0345,0.04954428989751098,1366,527769.0784503298,1190.5,1,0
1897338,Match draw,3833,951940.5728569888,2026-06-01 15:37:57.000 UTC,2026-06-26 01:04:05.000 UTC,0.0,57,Group stage,draw,0.095,0.10603112840466926,1285,548195.9054754627,1211.0,1,0
1897340,Match winner,11020,3699235.2284130566,2026-06-01 01:14:28.000 UTC,2026-06-26 01:11:46.000 UTC,1.0,57,Group stage,away_win,0.875,0.7990816614862957,3539,1738493.5147922442,4213.0,1,1
1897345,Match winner,9376,1738424.4780859826,2026-06-01 08:25:25.000 UTC,2026-06-26 04:09:14.000 UTC,0.0,59,Group stage,home_win,0.345,0.35796683673469387,1960,1037813.2786013152,1187.5,1,1
1897347,Match draw,6915,2237305.779170014,2026-06-01 08:25:00.000 UTC,2026-06-26 04:15:26.000 UTC,1.0,59,Group stage,draw,0.425,0.41029731457800517,1564,570899.7314533697,1199.0,1,1
1897348,Match winner,9107,2543469.6747611174,2026-06-01 08:25:25.000 UTC,2026-06-26 04:09:23.000 UTC,0.0,59,Group stage,away_win,0.235,0.2361608818011257,2132,1069411.9157072639,1289.5,1,1
1897354,Match winner,12551,3356365.8227501707,2026-06-01 11:08:01.000 UTC,2026-06-26 04:22:37.000 UTC,1.0,60,Group stage,home_win,0.265,0.28142254771415887,2253,905142.6809466031,2452.0,1,1
1897355,Match draw,10095,1481736.206713983,2026-06-01 08:24:57.000 UTC,2026-06-26 04:19:13.000 UTC,0.0,60,Group stage,draw,0.225,0.23046504739336496,1688,314329.8883166167,1314.0,1,1
1897356,Match winner,57366,17190777.444543615,2026-06-01 01:39:28.000 UTC,2026-06-26 04:19:04.000 UTC,0.0,60,Group stage,away_win,0.505,0.4823713067316479,6566,9820747.952360554,4404.5,1,1
1897363,Match winner,14983,2549294.345903154,2026-06-01 08:51:45.000 UTC,2026-06-26 21:12:01.000 UTC,0.0,61,Group stage,home_win,0.195,0.19714285714285712,2576,1618306.293155614,1825.0,1,1
1897365,Match draw,11127,835980.4574659858,2026-06-02 15:04:45.000 UTC,2026-06-26 21:11:23.000 UTC,0.0,61,Group stage,draw,0.205,0.2087769964841788,1991,496749.9089776534,1187.0,1,1
1897366,Match winner,28773,11541049.74074533,2026-06-01 01:39:37.000 UTC,2026-06-26 21:19:26.000 UTC,1.0,61,Group stage,away_win,0.595,0.5825903748059437,4509,8385339.683736078,3163.0,1,1
1897372,Match winner,8088,1944031.9523879744,2026-06-01 08:25:07.000 UTC,2026-06-26 21:38:07.000 UTC,1.0,62,Group stage,home_win,0.795,0.7665316901408451,2272,1296742.7260687007,1784.5,1,0
1897373,Match draw,3635,366928.2325519944,2026-06-01 08:25:07.000 UTC,2026-06-26 21:23:29.000 UTC,0.0,62,Group stage,draw,0.135,0.1475505254648343,1237,151485.84007658935,941.0,0,0
1897374,Match winner,4267,810041.3258169943,2026-06-01 08:25:05.000 UTC,2026-06-26 21:17:31.000 UTC,0.0,62,Group stage,away_win,0.075,0.0784607438016529,1452,410992.59470494924,1077.5,0,0
1897379,Match winner,19869,3244619.0122704925,2026-06-01 01:26:40.000 UTC,2026-06-27 02:13:34.000 UTC,0.0,63,Group stage,home_win,0.365,0.3749513618677042,3084,2478774.8928796453,1936.0,1,1
1897381,Match draw,7692,930619.0831569772,2026-06-02 18:17:25.000 UTC,2026-06-27 02:26:17.000 UTC,1.0,63,Group stage,draw,0.285,0.28047386559448595,1741,280895.96320286277,1085.0,0,0
1897383,Match winner,7771,2722938.0245880894,2026-06-01 16:13:44.000 UTC,2026-06-27 02:14:17.000 UTC,0.0,63,Group stage,away_win,0.355,0.35708639186900054,1771,1744475.6977415134,1231.0,1,0
1897389,Match winner,7578,1403738.628266985,2026-06-01 15:38:48.000 UTC,2026-06-27 02:16:53.000 UTC,0.0,64,Group stage,home_win,0.145,0.1414696132596685,1810,839771.004573457,1129.5,0,0
1897390,Match draw,6269,1639590.9321329803,2026-06-01 08:25:02.000 UTC,2026-06-27 02:16:44.000 UTC,0.0,64,Group stage,draw,0.245,0.2455242203052422,1507,1369862.0296350864,983.0,0,0
1897392,Match winner,31662,11158213.930019528,2026-06-01 01:25:53.000 UTC,2026-06-27 02:27:43.000 UTC,1.0,64,Group stage,away_win,0.635,0.62488134728247,3919,7233734.495059502,2804.0,1,1
1897397,Match winner,22057,4414769.526181317,2026-06-01 16:14:14.000 UTC,2026-06-27 05:19:11.000 UTC,0.0,65,Group stage,home_win,0.395,0.39762602788702184,2797,1870508.699314266,1627.0,1,1
1897398,Match draw,10563,2181725.7061200207,2026-06-01 16:14:14.000 UTC,2026-06-27 05:32:31.000 UTC,1.0,65,Group stage,draw,0.365,0.36044395924308587,1374,766252.2092372467,1093.5,1,1
1897399,Match winner,10215,1765390.2238529718,2026-06-01 01:39:47.000 UTC,2026-06-27 05:20:20.000 UTC,0.0,65,Group stage,away_win,0.245,0.2505240606460119,1517,601637.0891039746,1152.0,1,1
1897406,Match winner,5543,972907.668377988,2026-06-01 16:14:02.000 UTC,2026-06-27 05:05:40.000 UTC,0.0,66,Group stage,home_win,0.065,0.06536631183469005,1597,527521.4147401974,1320.0,1,1
1897408,Match draw,4945,302735.2795989976,2026-06-01 03:35:26.000 UTC,2026-06-27 05:10:25.000 UTC,0.0,66,Group stage,draw,0.115,0.12444164265129683,1388,150714.73598199492,1314.5,1,1
1897409,Match winner,8052,2282746.460486004,2026-06-01 15:10:06.000 UTC,2026-06-27 05:25:10.000 UTC,1.0,66,Group stage,away_win,0.825,0.8166059957173447,1868,920958.5979417581,1229.5,1,1
1897415,Match winner,5688,1395639.4173139983,2026-06-01 15:39:18.000 UTC,2026-06-27 23:06:40.000 UTC,0.0,68,Group stage,home_win,0.055,0.058339634530560805,1587,682095.1093674896,1126.0,1,0
1897416,Match draw,4955,519950.4260489934,2026-06-01 01:11:18.000 UTC,2026-06-27 23:07:52.000 UTC,0.0,68,Group stage,draw,0.105,0.11245686421605401,1333,189894.13216797827,947.0,0,0
1897417,Match winner,13006,4367182.244374182,2026-06-01 00:27:15.000 UTC,2026-06-27 23:14:31.000 UTC,1.0,68,Group stage,away_win,0.835,0.8271181988742964,2665,2238618.0909514674,1746.0,1,1
1897423,Match winner,20449,9749654.950881,2026-06-01 05:24:54.000 UTC,2026-06-27 23:28:49.000 UTC,1.0,67,Group stage,home_win,0.545,0.5496433289299868,3028,6478032.583986833,2311.0,1,1
1897425,Match draw,9966,1050740.639629979,2026-06-01 08:24:57.000 UTC,2026-06-27 23:18:01.000 UTC,0.0,67,Group stage,draw,0.295,0.29386305732484075,1570,435700.3817359689,888.5,1,0
1897427,Match winner,8370,1771013.6549469794,2026-06-01 15:40:07.000 UTC,2026-06-27 23:09:13.000 UTC,0.0,67,Group stage,away_win,0.165,0.16987905442550852,1819,1378280.805716577,1128.0,1,1
1897432,Match winner,15614,2684721.0147332503,2026-06-01 01:40:26.000 UTC,2026-06-28 01:42:40.000 UTC,0.0,69,Group stage,home_win,0.265,0.2576985446985447,2405,1570923.4706714046,1865.0,1,1
1897433,Match draw,11505,1861301.3925139704,2026-06-01 04:49:07.000 UTC,2026-06-28 01:49:29.000 UTC,1.0,69,Group stage,draw,0.245,0.24895833333333334,1824,405431.531367938,1084.5,1,0
1897435,Match winner,33312,9413825.624166347,2026-06-01 04:50:32.000 UTC,2026-06-28 01:41:20.000 UTC,0.0,69,Group stage,away_win,0.495,0.49290500975927126,4611,5641806.261147817,3568.0,1,1
1897437,Match winner,18256,5598306.866787098,2026-06-01 08:51:41.000 UTC,2026-06-28 02:03:10.000 UTC,1.0,70,Group stage,home_win,0.555,0.5527922606924643,2455,2119350.436618837,1442.0,1,1
1897438,Match draw,4917,544013.9992209958,2026-06-01 08:25:21.000 UTC,2026-06-28 01:43:31.000 UTC,0.0,70,Group stage,draw,0.235,0.24105646630236796,1098,51561.950790473304,1015.5,0,0
1897439,Match winner,6869,1593060.1341269836,2026-06-01 13:54:28.000 UTC,2026-06-28 01:48:52.000 UTC,0.0,70,Group stage,away_win,0.205,0.2186095238095238,1050,201556.64221808687,1144.0,0,0
1897440,Match winner,3891,979032.8865119946,2026-06-01 02:22:33.000 UTC,2026-06-28 04:09:59.000 UTC,0.0,72,Group stage,home_win,0.0515,0.05323134863701578,1394,551466.106861331,1425.0,1,1
1897441,Match draw,3763,433225.4138779969,2026-06-01 15:39:51.000 UTC,2026-06-28 04:00:08.000 UTC,0.0,72,Group stage,draw,0.105,0.10587017873941675,1063,151364.50142801832,1142.0,1,1
1897442,Match winner,17007,4681669.9854212,2026-06-01 00:28:50.000 UTC,2026-06-28 04:14:38.000 UTC,1.0,72,Group stage,away_win,0.84,0.8376799485861182,3890,2118961.573385029,2422.5,1,1
1897443,Match winner,10532,1424259.1029899768,2026-06-01 08:24:58.000 UTC,2026-06-28 04:14:35.000 UTC,0.0,71,Group stage,home_win,0.245,0.2516446955430006,1593,329971.86053322675,1210.0,1,1
1897444,Match draw,14524,4806226.731567284,2026-06-01 08:24:58.000 UTC,2026-06-28 04:19:58.000 UTC,1.0,71,Group stage,draw,0.465,0.439101667563206,1859,1294396.3724109095,1063.0,1,1
1897445,Match winner,16840,4236587.710388509,2026-06-01 08:24:58.000 UTC,2026-06-28 04:16:49.000 UTC,0.0,71,Group stage,away_win,0.335,0.3258770076077768,2366,831342.4757238455,1690.0,1,1
2680253,Match winner,9775,1309391.8017799808,2026-06-25 10:34:08.000 UTC,2026-06-28 21:17:04.000 UTC,0.0,73,Round of 32,home_win,0.165,0.1619542820347714,1553,468638.45062847796,826.0,0,0
2680256,Match draw,9030,1764325.495419972,2026-06-25 11:25:11.000 UTC,2026-06-28 21:18:49.000 UTC,0.0,73,Round of 32,draw,0.265,0.2643083700440529,1135,794415.7037027291,621.0,0,0
2680257,Match winner,27870,18529040.84196395,2026-06-25 10:21:50.000 UTC,2026-06-28 21:25:43.000 UTC,1.0,73,Round of 32,away_win,0.575,0.570275403608737,2106,11507305.019708209,1102.0,1,1
2690979,Match winner,50064,11298884.973459436,2026-06-26 10:57:31.000 UTC,2026-06-29 19:22:55.000 UTC,1.0,74,Round of 32,home_win,0.575,0.5731785012629806,3563,5115364.753759147,1805.0,1,1
2690981,Match draw,13444,1814990.1847079676,2026-06-26 11:06:16.000 UTC,2026-06-29 19:16:50.000 UTC,0.0,74,Round of 32,draw,0.255,0.25346153846153846,1859,606093.3841167846,1169.0,1,1
2690983,Match winner,21349,2942970.269786507,2026-06-26 10:54:59.000 UTC,2026-06-29 19:16:55.000 UTC,0.0,74,Round of 32,away_win,0.185,0.18052970651395847,2794,1012258.9021634781,1539.5,1,1
2690992,Match winner,23821,5524143.232186245,2026-06-26 11:01:55.000 UTC,2026-06-30 04:07:32.000 UTC,0.0,76,Round of 32,home_win,0.435,0.43429975429975426,3256,3094579.6039230805,1775.5,1,1
2690994,Match draw,10510,1888935.0340439845,2026-06-26 11:16:16.000 UTC,2026-06-30 04:11:47.000 UTC,1.0,76,Round of 32,draw,0.315,0.31171014492753624,1725,615734.2956411866,1079.0,1,1
2690996,Match winner,12178,1610743.683073962,2026-06-26 10:57:55.000 UTC,2026-06-30 04:07:47.000 UTC,0.0,76,Round of 32,away_win,0.265,0.2623975791433892,2148,463858.03503920085,1327.5,1,1
2690999,Match winner,24365,6611533.810233647,2026-06-26 10:57:08.000 UTC,2026-07-02 02:23:31.000 UTC,1.0,82,Round of 32,home_win,0.715,0.7105200872002492,3211,2499466.471121179,2026.0,1,1
2691003,Match draw,7115,876032.0173229893,2026-06-26 11:51:04.000 UTC,2026-07-02 02:17:44.000 UTC,0.0,82,Round of 32,draw,0.185,0.18975555555555557,1350,153207.29374817447,1022.5,0,0
2691004,Match winner,8056,2086994.8206029832,2026-06-26 10:55:19.000 UTC,2026-07-02 02:22:08.000 UTC,0.0,82,Round of 32,away_win,0.105,0.10098360655737704,1830,907624.0370526615,1501.5,1,1
